State,Delta,Theta,Alpha,Beta,Gamma
Stressed,54095.91,30362.04,21615.73,23982.16,60565.66
Stressed,23212.45,24433.65,9514.74,11826.22,52103.87
Stressed,24452.84,19369.34,10687.15,15901.32,58535.92
Stressed,27828.39,18844.60,11572.26,19797.08,55960.92
Stressed,21287.95,14198.73,7560.75,14434.76,48079.22
Stressed,32302.70,27524.96,8533.23,17645.11,56641.36
Stressed,25526.37,15895.40,8265.37,11166.73,52471.97
Stressed,22914.62,42415.28,16470.60,26631.16,84837.44
Stressed,61985.00,25836.16,13451.97,23398.40,82116.09
Stressed,42008.79,35007.25,16854.62,18066.11,59799.73
Stressed,29844.43,15436.34,9580.12,25549.86,57287.62
Stressed,39557.79,41882.19,15141.93,19300.77,70404.41
Stressed,33670.27,16580.66,8976.53,24361.89,57104.26
Stressed,13317.90,14088.51,8765.94,13916.71,56120.03
Stressed,15022.74,21500.54,13906.61,12518.80,55066.34
Stressed,24612.21,21902.59,6691.33,13481.17,60137.84
Stressed,36502.84,35525.36,17630.74,18460.87,55236.41
Stressed,8935.78,17738.10,10863.64,15045.36,50696.95
Stressed,13886.48,20907.36,5525.26,13907.20,58760.98
Stressed,25554.22,18740.58,8528.23,16905.53,55863.19
Stressed,20256.61,18760.29,8650.87,10079.08,53347.88
Stressed,46151.07,39597.05,11404.38,14802.76,71327.68
Stressed,29325.44,21106.63,12180.41,21560.98,102299.51
Stressed,20129.86,14620.60,7337.09,13976.95,90401.81
Stressed,8961.10,13723.65,7313.44,14221.09,87652.92
Stressed,23679.75,14777.39,7712.35,15950.50,89105.59
Stressed,14482.32,12031.33,5106.00,11934.49,89219.63
Stressed,25937.87,17702.26,6176.23,16379.04,89759.27
Stressed,21456.10,13234.17,5993.66,12939.62,83218.61
Stressed,18810.86,18617.19,8259.27,14236.62,87178.41
Stressed,17405.47,16266.13,7184.47,14259.05,84684.78
Stressed,16639.76,20721.13,8323.64,14812.29,92025.26
Stressed,13919.78,14338.19,9178.76,9317.42,68516.40
Stressed,14678.81,13329.86,3989.55,11518.06,68824.49
Stressed,7842.45,11442.48,3979.59,16375.64,61576.51
Stressed,15527.13,21849.66,7535.37,11693.72,59422.87
Stressed,14703.53,14835.01,2998.40,15942.21,66830.58
Stressed,10529.66,13743.69,8920.82,17982.79,64199.97
Stressed,15563.23,13096.53,8344.71,17606.42,62196.44
Stressed,29571.79,23531.16,14924.56,16595.74,75956.47
Stressed,22287.17,11493.69,8031.67,17785.62,57682.87
Stressed,18616.99,23953.65,10248.44,14594.34,59935.84
Stressed,23292.27,14792.46,7663.49,12074.18,112759.05
Stressed,21075.76,23803.86,5435.29,13127.03,227032.93
Stressed,16153.17,20796.93,9458.10,22345.16,235886.58
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,35561.68,21509.02,11364.52,18691.37,240827.68
Stressed,18767.18,19531.58,10712.41,15932.09,192735.19
Stressed,17016.07,20257.10,4630.21,19345.50,208744.63
Stressed,7695.48,14549.06,5236.52,13242.66,218240.46
Stressed,12377.94,22730.21,5580.29,15366.60,206640.23
Stressed,12390.34,12062.52,8100.84,16974.77,177477.51
Stressed,2924.31,21947.50,7369.76,22880.12,186964.99
Stressed,18789.37,35996.84,25849.49,38068.61,121751.88
Stressed,14909.62,18706.81,8397.65,22186.16,145266.41
Stressed,11122.17,23865.80,5996.64,21688.22,162087.23
Stressed,18205.88,22689.67,11139.04,12177.70,143245.15
Stressed,17933.00,17338.15,5174.56,21391.12,141628.50
Stressed,12811.03,16632.02,10815.32,16221.80,60236.05
Stressed,13520.79,16708.10,8728.70,11723.88,56532.62
Stressed,11219.40,7057.84,7417.96,16931.90,106351.64
Stressed,7824.78,18746.98,11056.42,14479.50,174294.03
Stressed,19825.31,14340.34,7077.36,14195.49,187658.47
Stressed,18517.75,14864.59,8165.43,17790.40,120787.48
Stressed,13444.35,23100.59,9593.85,21693.26,60322.40
Stressed,33091.75,27245.43,9393.55,16821.26,64172.86
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,18305.67,17925.58,8839.53,14711.79,23626.27
Stressed,97111.70,84967.49,26609.87,40187.18,66291.02
Stressed,22677.83,67537.82,35279.38,55334.79,62077.67
Stressed,47466.97,25019.39,9668.26,17282.36,37268.26
Stressed,71343.34,45681.34,18803.69,29715.95,54440.33
Stressed,43089.76,65405.71,32974.29,37391.57,107563.74
Stressed,35833.71,64484.51,57874.98,98343.80,107472.06
Stressed,61855.61,60817.69,13276.49,22674.27,84821.42
Stressed,29875.27,23784.11,10186.15,11423.91,95552.77
Stressed,18731.18,41724.25,9320.09,14187.21,60047.82
Stressed,55555.31,37008.03,4008.75,11844.11,66560.17
Stressed,43342.84,47466.34,18368.88,18872.33,69701.15
Stressed,24961.91,42262.40,45322.22,76060.59,111768.01
Stressed,38355.52,31756.78,13753.76,19079.14,89032.55
Stressed,31652.89,48188.29,10493.94,34160.32,131998.51
Stressed,22008.84,17978.58,11193.25,12775.29,83372.45
Stressed,12879.21,17819.72,18839.03,22624.70,80255.43
Stressed,24702.64,69476.36,75272.78,159876.71,303896.91
Stressed,30092.43,13997.96,10258.09,16874.89,202896.82
Stressed,31028.53,23725.23,12274.36,30542.17,326870.89
Stressed,14244.74,10250.05,5728.45,5719.90,83135.49
Stressed,93433.34,47211.15,19062.07,20907.86,129781.39
Stressed,100342.44,66804.01,21779.24,20046.13,79872.22
Stressed,84159.56,62079.51,29283.27,16270.97,78308.61
Stressed,72095.07,55258.26,21362.39,19908.19,72499.66
Stressed,65035.27,46455.29,17734.94,17400.21,71928.24
Stressed,72393.99,63551.78,18571.45,18052.15,79870.35
Stressed,77577.07,63507.76,20135.25,20639.24,79698.10
Stressed,110353.32,69790.87,25531.63,25853.90,92777.19
Stressed,74765.36,58621.84,22539.57,23180.10,93602.70
Stressed,47061.61,54885.62,21151.37,22961.30,80873.53
Stressed,109564.23,68038.33,25186.99,25752.25,52353.07
Stressed,1467.58,2720.99,2240.21,5143.89,10994.13
Stressed,1504.20,3507.63,2755.89,4460.91,7301.64
Stressed,53488.52,39232.21,18495.07,42714.42,81268.08
Stressed,94133.85,75565.33,31949.35,34715.57,133431.72
Stressed,48150.25,32950.17,13930.64,30060.62,86314.21
Stressed,44048.22,25455.17,13023.70,27469.69,78455.86
Stressed,41043.84,27878.38,11654.68,25417.80,97200.82
Stressed,52020.53,38311.83,13431.60,13350.10,61770.42
Stressed,55198.02,37598.26,19006.19,19962.91,76697.31
Stressed,45762.32,36181.96,11285.48,26157.96,68425.26
Stressed,40927.63,36026.98,15113.33,31374.66,134978.18
Stressed,56784.23,71714.40,54269.78,62631.44,111671.90
Stressed,40150.36,72223.92,46460.82,48516.69,117243.24
Stressed,51561.42,61799.68,17498.43,28733.01,80574.97
Stressed,20804.95,50033.00,25258.05,44292.81,72197.09
Stressed,16061.55,21774.55,18820.18,44992.59,175491.05
Stressed,54221.55,45293.59,9182.90,13545.57,56237.69
Stressed,53215.05,57229.92,22761.52,17903.19,71076.79
Stressed,59374.17,74573.09,32836.38,45494.51,107101.20
Stressed,77801.50,60677.40,27108.75,39793.92,59340.05
Stressed,82964.21,26211.77,20013.50,58344.74,107084.90
Stressed,66433.99,27617.24,32004.19,91718.17,133091.80
Stressed,93334.89,90836.49,36675.04,48173.29,145423.05
Stressed,69670.72,45881.90,44149.76,50215.82,109926.10
Stressed,56216.65,34976.22,6881.53,27890.06,80830.84
Stressed,55023.22,52352.78,29863.49,66316.12,101663.17
Stressed,19546.66,9849.55,6725.40,9917.66,59254.01
Stressed,42411.12,33252.47,9558.00,20224.60,88073.98
Stressed,39179.32,22094.39,7388.22,18763.97,80457.36
Stressed,38147.36,11085.78,11317.54,18112.17,67609.84
Stressed,22027.24,14042.45,10567.49,19320.14,70862.03
Stressed,30311.49,27661.49,10091.92,24365.88,94946.41
Stressed,23460.05,18904.68,10570.38,20075.82,85784.44
Stressed,43960.39,67886.96,54650.17,89544.35,113183.52
Stressed,17922.20,17634.94,13955.43,16819.36,53231.33
Stressed,51596.44,59523.30,49085.50,60010.59,113358.81
Stressed,66070.67,30300.69,23023.13,34602.82,193839.33
Stressed,31390.99,19483.65,12177.80,23058.96,133577.85
Stressed,50996.04,31709.36,13846.05,13596.56,66542.54
Stressed,29518.28,16229.84,9989.26,19613.69,64629.55
Stressed,35169.27,36709.00,12756.53,12533.69,79902.45
Stressed,74211.63,69998.55,100497.26,198367.42,175193.40
Stressed,24045.76,19997.79,5879.94,29411.89,92626.36
Stressed,49803.74,76094.34,40282.16,32725.97,111196.69
Stressed,12270.46,20290.85,16156.59,17592.01,32400.50
Stressed,56871.32,142055.26,52386.21,81318.73,116866.86
Stressed,16264.78,8531.21,7550.14,15749.79,75157.91
Stressed,7046.00,14842.09,14306.24,21334.90,69591.82
Stressed,18863.67,20041.70,10257.91,12177.97,88138.86
Stressed,32847.07,28650.48,7108.97,16729.65,103066.75
Stressed,23292.78,24267.96,15751.70,24611.90,65874.28
Stressed,45765.14,36657.90,28289.04,24678.81,68705.14
Stressed,35869.41,24511.04,11369.64,29379.22,114396.60
Stressed,34595.38,24227.32,10801.94,29761.01,67807.84
Stressed,53298.11,53462.48,12183.40,25620.65,75988.95
Stressed,42559.29,14587.37,9448.08,13249.25,47279.83
Stressed,13453.05,23359.34,7740.61,18365.15,49918.22
Stressed,28771.31,23267.46,8363.03,22047.73,58424.28
Stressed,18046.63,20271.73,9442.37,15701.21,55162.74
Stressed,23199.85,18849.22,7915.97,15928.07,68402.36
Stressed,17157.54,21210.36,9894.07,19279.18,50208.57
Stressed,41336.37,25228.58,13282.20,20580.94,66431.15
Stressed,24699.08,25114.23,11519.39,19049.13,61976.72
Stressed,30851.24,18835.99,11087.35,14032.01,49779.96
Stressed,43623.14,41697.23,12996.92,20929.75,56641.17
Stressed,37942.09,20906.48,10449.48,12820.22,58698.12
Stressed,32998.86,30782.47,13802.08,42270.19,95192.13
Stressed,2783.82,3830.54,3489.02,4714.52,24382.78
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,59852.39,54570.44,39559.92,63297.01,84815.10
Stressed,37585.41,30907.92,13077.33,30697.46,54021.34
Stressed,46041.18,35774.69,20781.42,41280.77,75877.16
Stressed,35088.85,28406.21,8983.38,17540.03,51708.54
Stressed,19813.83,54269.38,27369.76,39034.95,81873.93
Stressed,39641.26,30984.03,19989.97,37380.67,77551.47
Stressed,23824.81,25562.49,26624.83,48586.82,84555.00
Stressed,23788.16,30393.23,9555.91,19567.14,73209.94
Stressed,20233.09,27416.49,19878.39,35939.33,75367.47
Stressed,30843.82,25469.61,13894.56,23198.26,52521.41
Stressed,55612.70,57878.61,41705.75,50962.44,73122.90
Stressed,43729.76,45404.83,31803.34,41350.69,60111.31
Stressed,1126.50,1829.26,1682.61,4200.16,11822.32
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,81149.31,58058.33,26903.52,118979.65,121147.20
Stressed,19139.09,62124.22,26042.05,75697.29,107157.35
Stressed,27916.93,52584.43,55849.95,79184.23,113461.41
Stressed,88059.50,73875.64,55148.01,73928.26,94614.58
Stressed,39132.18,35320.94,15691.14,37633.16,69052.03
Stressed,26682.13,48616.60,25229.31,49168.33,90774.47
Stressed,50291.97,42571.35,10459.83,28857.14,93217.74
Stressed,41771.04,33605.86,15832.71,32109.88,78536.66
Stressed,24990.43,58707.05,30149.73,39427.87,124277.51
Stressed,72244.90,52812.34,28189.43,34202.26,115482.23
Stressed,22949.02,37220.58,22635.93,58966.68,127717.84
Stressed,51172.42,58055.38,10525.95,29160.22,103266.46
Stressed,37190.59,18149.90,8815.95,24405.52,57293.85
Stressed,18149.82,34329.92,16929.24,31096.17,57983.76
Stressed,23093.94,26823.37,11882.96,21847.94,63048.44
Stressed,23241.56,19144.69,15274.03,20106.78,72176.56
Stressed,32489.29,24768.30,9414.93,14640.16,60882.56
Stressed,15821.74,17437.33,10629.35,24006.79,52290.04
Stressed,26674.88,23723.20,21949.08,35129.46,65169.50
Stressed,29332.73,31066.75,12414.55,13603.72,70955.98
Stressed,33851.72,24696.36,8834.55,15895.71,69776.61
Stressed,25897.30,23013.17,8269.42,13409.47,47938.53
Stressed,36122.71,21364.32,11276.81,21889.00,65036.99
Stressed,100200.00,189996.68,126454.53,115594.00,200378.44
Stressed,83958.60,36785.64,19831.97,37996.40,70944.89
Stressed,37995.74,21860.60,10535.07,18346.19,53090.11
Stressed,37910.01,48278.78,46229.44,57030.24,88576.29
Stressed,32687.86,65282.69,27724.90,44108.21,76295.14
Stressed,58043.97,32350.11,10716.29,18941.71,51295.03
Stressed,41431.92,50366.39,47885.67,41764.81,104686.65
Stressed,56541.23,54360.01,48125.14,92010.08,127887.93
Stressed,32753.58,48390.77,33096.40,50976.61,81822.50
Stressed,18134.23,43320.12,29087.04,48660.97,77089.21
Stressed,29108.46,44527.47,25208.35,49860.09,88008.34
Stressed,30878.19,27844.25,19778.38,36226.68,60311.65
Stressed,25002.28,36888.19,28930.64,48633.55,106765.97
Stressed,27746.06,20546.88,9646.60,18317.63,51353.70
Stressed,49520.40,57081.62,34526.89,60018.84,99872.93
Stressed,42234.67,35954.98,29932.74,45063.06,89900.17
Stressed,8047.69,38853.90,23308.39,58898.84,85189.49
Stressed,24717.44,50113.74,35689.93,121659.99,169093.06
Stressed,13589.47,42931.85,43144.67,61362.07,86490.74
Stressed,44604.17,82866.01,45890.78,85392.77,125029.48
Stressed,42563.84,56468.07,33819.42,66500.39,102617.37
Stressed,64127.08,35187.99,9157.84,44347.21,96503.54
Stressed,34017.37,36277.21,15852.11,43687.73,104266.21
Stressed,84494.25,29574.70,6675.39,49490.30,105415.50
Stressed,28258.34,41816.81,27935.40,95074.25,192265.22
Stressed,41861.59,65276.30,35405.98,66698.12,113530.26
Stressed,55080.70,40662.83,25762.42,55830.60,126579.22
Stressed,60014.65,73371.89,32778.77,54193.79,100485.16
Stressed,41832.82,39736.77,44403.82,57542.14,157172.71
Stressed,43267.57,58254.78,21479.54,50913.49,85509.31
Stressed,22748.06,21195.86,14457.05,25688.32,65252.15
Stressed,43495.23,47666.58,21931.90,45929.24,192755.66
Stressed,46177.88,43166.19,29176.89,43689.01,64933.85
Stressed,28935.69,23596.94,8312.29,15971.59,50851.03
Stressed,37293.65,28472.52,12925.53,15727.64,71099.08
Stressed,29396.82,28944.54,10940.28,26199.56,53579.52
Stressed,28411.82,23938.70,15338.17,16617.24,70084.79
Stressed,48714.36,19203.03,12571.26,24110.07,67538.71
Stressed,32991.34,19413.62,13303.16,21769.98,80683.33
Stressed,49497.16,26251.38,18767.37,36846.90,79014.66
Stressed,15794.01,20627.79,9965.98,19231.75,44757.63
Stressed,27152.61,17576.09,9865.76,31383.89,122987.70
Stressed,25673.63,18169.86,7782.39,16938.13,48879.88
Stressed,28628.48,11444.52,9750.38,12402.50,68510.39
Stressed,32098.27,22910.54,5389.41,15756.80,59130.96
Stressed,30949.19,17740.18,7915.48,17394.70,45544.33
Stressed,32995.41,10826.11,10971.00,15058.93,53199.25
Stressed,31104.69,22121.48,9714.91,15929.87,64220.62
Stressed,22735.72,16073.04,5204.98,10272.05,46574.06
Stressed,15118.02,15339.31,3793.71,17473.44,53467.68
Stressed,32069.90,24195.04,8610.95,15408.54,54543.37
Stressed,18595.09,11621.09,5546.61,12746.25,49483.97
Stressed,28023.64,32125.20,16291.93,19083.62,75359.90
Stressed,27664.47,20684.70,12779.20,26115.32,72891.49
Stressed,166564.29,105307.28,50264.39,31753.92,58845.37
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,95203.57,102842.06,33062.53,65377.69,135112.42
Stressed,43053.48,62291.78,42569.29,102301.66,124656.81
Stressed,29806.57,20277.53,6507.80,13539.95,64403.87
Stressed,25892.30,16715.45,3437.78,12149.00,69030.06
Stressed,27672.49,19091.19,9928.89,16410.36,81047.05
Stressed,29713.07,23627.38,6390.03,13265.89,75176.10
Stressed,22923.03,26868.23,13352.67,24398.15,80538.71
Stressed,23554.81,21451.84,6329.93,15085.01,56533.39
Stressed,20258.26,9049.97,6305.82,19651.73,55745.70
Stressed,13099.41,8122.89,6181.27,24232.14,61718.52
Stressed,6300.31,18563.86,15061.11,17528.59,62660.55
Stressed,11171.21,9804.11,5087.39,15404.70,88222.01
Stressed,899.49,279.05,147.29,332.14,1321.85
Stressed,61051.99,22024.02,13503.36,25545.66,74725.07
Stressed,66535.34,46600.92,15003.66,21499.20,84575.72
Stressed,32439.99,26968.21,11113.85,16070.78,71314.00
Stressed,39552.11,29759.64,9104.00,22641.52,68560.94
Stressed,42107.38,42313.85,30112.25,40636.17,98124.44
Stressed,24106.97,21214.56,17453.56,25504.00,74806.19
Stressed,38487.53,37466.94,8548.60,15820.54,62105.72
Stressed,43794.41,16322.35,6566.58,13188.12,62039.76
Stressed,47469.60,31232.14,8435.76,20264.87,84548.93
Stressed,30976.69,25491.53,25710.92,27763.41,65099.30
Stressed,35037.88,23047.22,9293.61,13244.12,72730.06
Stressed,14319.00,11499.47,9352.43,11665.42,59655.45
Stressed,26454.18,25011.47,4994.52,22121.50,63201.33
Stressed,28004.41,16134.67,7433.38,15834.36,69643.81
Stressed,17731.99,15271.28,9920.31,20798.53,69611.92
Stressed,26574.64,28840.08,16060.93,20153.78,83141.59
Stressed,17424.86,19279.34,11730.13,15583.65,55624.02
Stressed,22358.52,12480.99,6959.47,18246.19,68811.88
Stressed,19272.75,14103.29,3726.98,17248.77,60587.25
Stressed,17699.87,9411.64,5448.14,15313.33,55947.09
Stressed,33881.11,11984.29,6778.61,17758.31,59248.60
Stressed,29292.57,17751.54,6834.55,14460.68,56966.78
Stressed,21809.50,9482.10,5770.32,14627.77,47004.97
Stressed,22560.58,20745.27,13773.66,15916.12,60383.44
Stressed,37222.53,31284.64,9051.53,25840.02,67273.81
Stressed,19763.34,18935.10,8191.23,18474.98,57831.72
Stressed,16013.96,19465.80,8933.22,13699.87,64111.22
Stressed,16784.89,17577.10,8189.23,15661.18,60006.43
Stressed,19069.00,18827.37,6765.58,19337.80,59135.95
Stressed,15721.78,31323.84,16253.19,21443.70,59103.54
Stressed,23440.08,11080.71,8892.97,14727.64,65165.29
Stressed,25355.99,13606.55,5914.47,15640.43,61459.28
Stressed,38402.95,26803.99,13169.53,20713.87,72990.75
Stressed,48813.52,25331.30,11588.14,12120.87,75816.54
Stressed,41146.33,15638.45,14874.39,22655.10,79888.34
Stressed,49787.15,16468.07,10073.89,17273.08,88811.46
Stressed,46539.43,32052.06,12347.24,21286.04,71247.61
Stressed,22461.61,21517.15,8227.05,14450.28,63561.62
Stressed,13699.99,11201.04,6050.09,12223.34,52217.53
Stressed,22394.93,8985.79,6269.44,16999.88,55815.12
Stressed,30888.61,16571.77,5297.03,25838.21,64915.44
Stressed,16095.32,16659.64,12537.23,19853.87,66905.26
Stressed,30671.27,13962.75,10717.41,18916.48,60592.39
Stressed,30799.82,29617.86,10266.91,19078.15,71708.18
Stressed,15322.70,14209.07,9826.01,14261.63,54796.85
Stressed,28737.05,17154.55,8681.97,16050.19,69388.75
Stressed,44280.83,29717.99,13739.78,23722.27,91462.20
Stressed,18280.36,14767.74,9577.96,12526.72,65553.04
Stressed,22047.50,9230.01,3561.35,16461.49,58747.74
Stressed,25477.79,10188.76,8921.68,17463.04,66629.08
Stressed,29224.50,7060.99,5206.35,16480.77,63642.86
Stressed,20439.67,5122.46,4603.51,13989.04,70264.30
Stressed,54380.41,32444.35,11550.85,16549.81,97278.75
Stressed,47109.74,20682.62,14312.85,32086.21,123090.33
Stressed,56755.47,78352.56,74056.79,113813.13,151166.88
Stressed,30554.34,35260.09,12342.28,11507.16,96817.99
Stressed,46385.81,31492.50,12947.59,13262.27,92649.50
Stressed,58355.99,28012.21,18410.51,27890.26,93985.22
Stressed,49381.86,34902.97,19557.86,26286.77,81715.50
Stressed,25605.01,29728.93,9461.62,26713.57,150409.55
Stressed,51072.61,37923.14,10711.61,19678.15,138455.35
Stressed,32501.76,9148.37,7893.94,23370.00,81781.41
Stressed,32348.42,16398.25,13005.44,59486.87,151065.01
Stressed,30807.46,21014.17,10200.00,41941.22,124880.01
Stressed,32969.23,10929.96,8330.36,28919.59,108319.54
Stressed,19529.27,6853.99,6283.04,31982.32,85947.27
Stressed,39377.57,23301.87,7035.80,20436.89,111195.72
Stressed,32204.99,20390.63,5088.68,23670.55,100332.44
Stressed,25429.46,16545.29,10904.32,22179.22,104904.40
Stressed,15760.84,14396.25,3110.56,15746.70,119774.46
Stressed,42613.85,26474.64,12842.07,22041.29,117733.59
Stressed,12878.35,22436.53,7809.09,14537.68,96316.53
Stressed,29782.19,17807.14,8532.73,22319.65,99974.76
Stressed,21147.12,18920.26,13181.79,19553.70,108712.66
Stressed,32827.02,20075.18,12958.24,17211.55,94538.69
Stressed,92896.62,60062.20,35636.00,39164.60,168994.18
Stressed,18921.90,19939.39,10571.87,18429.37,100478.82
Stressed,26811.17,29343.77,11190.58,19876.28,101202.01
Stressed,34090.04,25205.36,7104.03,20530.29,111312.96
Stressed,17997.58,21469.42,12561.74,21707.27,131036.72
Stressed,22338.71,17252.37,10057.29,15303.52,117082.18
Stressed,25682.25,20894.74,28275.69,59771.38,219172.40
Stressed,15518.31,21483.38,36153.69,83526.88,180773.14
Stressed,24943.07,24129.28,9689.93,31799.25,100575.06
Stressed,17066.54,21501.32,13291.02,22821.74,83919.38
Stressed,21108.52,19244.77,8267.06,24528.95,86043.13
Stressed,24761.27,20789.96,10482.95,20329.44,82788.09
Stressed,69494.83,34318.01,13559.07,16750.52,110203.79
Stressed,45933.84,40593.31,8608.53,38220.97,108982.21
Stressed,28302.61,14496.02,23115.97,22731.02,89392.67
Stressed,21682.20,13763.12,13320.26,35006.56,111697.04
Stressed,22006.13,9510.00,6910.83,19612.66,117221.44
Stressed,16754.91,20143.96,8645.93,20677.44,105688.81
Stressed,31310.72,36639.87,11418.39,21798.82,115525.13
Stressed,29091.75,16750.96,7922.36,18442.26,75958.64
Stressed,36513.15,16441.56,14094.58,19153.48,84307.47
Stressed,32699.90,20619.84,9561.88,15284.05,122905.22
Stressed,40049.50,24807.72,6741.16,9861.45,75847.39
Stressed,15551.70,18657.89,6283.80,9888.51,85456.73
Stressed,4808.96,9401.24,13146.18,17658.58,74143.74
Stressed,9761.58,14087.45,4813.99,16578.22,69096.76
Stressed,13849.95,15349.81,11502.95,13829.88,75542.40
Stressed,17562.59,29763.14,9912.08,14669.99,89956.60
Stressed,22703.79,13102.47,9574.02,20987.38,58056.89
Stressed,15562.70,11243.76,7794.44,11256.45,57904.50
Stressed,19100.56,7764.20,7876.60,14140.23,59463.86
Stressed,14702.86,15046.22,11442.57,16956.05,64694.86
Stressed,16148.98,15704.79,10175.34,19760.62,67798.15
Stressed,30536.01,29803.36,13021.43,15386.02,75075.98
Stressed,18916.89,19613.19,7778.53,14742.18,63354.99
Stressed,14524.09,15571.68,8265.68,15586.75,69776.72
Stressed,24192.73,30563.41,17836.04,20544.33,114929.20
Stressed,18050.12,20641.45,7096.89,20375.39,98379.20
Stressed,35463.59,27029.20,18617.09,21785.74,75695.19
Stressed,25976.61,22503.53,12732.82,19879.31,110695.62
Stressed,17031.94,19058.09,4336.41,14557.67,69148.32
Stressed,16401.19,10723.10,10660.32,16483.98,79295.65
Stressed,46356.52,14726.73,10335.19,23654.13,126661.86
Stressed,26164.50,20600.87,7181.37,13597.95,89732.39
Stressed,18645.05,18806.74,9776.91,16098.93,76250.14
Stressed,58832.19,48924.03,19155.90,15759.45,93556.03
Stressed,66618.02,26237.98,11429.90,10737.80,110202.06
Stressed,34543.06,30827.93,9179.29,8987.11,71418.21
Stressed,34309.58,35143.21,10076.43,18019.60,85223.06
Stressed,28023.40,22798.46,9422.60,16049.39,73711.79
Stressed,78760.25,13602.46,13029.45,14343.02,76165.41
Stressed,9409.79,14545.24,7368.64,11946.27,67813.31
Stressed,20087.70,15899.55,8085.71,14536.32,69175.71
Stressed,12158.03,9382.51,10339.06,13436.25,60531.50
Stressed,30595.72,17976.07,14554.36,18036.82,78323.43
Stressed,19366.81,17648.01,8748.31,17109.40,79207.13
Stressed,48642.44,26511.36,15094.97,26097.77,89004.04
Stressed,44947.61,21125.12,13798.99,19464.85,85613.80
Stressed,53477.63,30988.51,14285.73,22303.87,103049.67
Stressed,42094.84,21597.60,9624.25,17166.35,98048.88
Stressed,50036.88,21101.60,6950.95,15881.35,78741.16
Stressed,56305.41,24301.01,14569.03,18934.72,108769.16
Stressed,45262.60,24861.79,2776.02,18691.02,73593.77
Stressed,63398.91,45152.62,16917.22,15910.48,70756.66
Stressed,56615.03,43119.23,42422.09,31149.66,75291.31
Stressed,3661.14,5897.33,3619.49,4038.46,8220.84
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,122283.49,104655.03,67087.06,112907.08,138178.13
Stressed,20471.37,20092.86,10428.23,64346.10,55639.88
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,17073.67,24696.02,9613.24,24958.47,35275.07
Stressed,11193.03,19453.30,12602.04,15027.30,14092.46
Stressed,34093.11,44179.81,36402.20,46545.21,127381.76
Stressed,43682.17,42163.88,19186.15,26629.97,140107.33
Stressed,17995.09,29023.33,26719.64,35914.30,111050.96
Stressed,16885.30,21731.24,10370.89,20494.29,102282.03
Stressed,13823.25,13438.74,9383.22,20249.92,94050.94
Stressed,9806.89,16725.00,18062.45,18793.33,104094.78
Stressed,10967.54,13308.71,6651.47,19896.46,103732.45
Stressed,19508.41,23159.37,15339.63,24719.24,88704.00
Stressed,5310.77,15373.74,6347.43,22882.95,84134.41
Stressed,29080.07,8799.70,9751.83,19257.89,75892.25
Stressed,31109.75,79490.68,27590.55,30594.18,109547.65
Stressed,21460.90,23360.39,15451.27,15588.83,79502.21
Stressed,5501.52,6063.63,5071.33,17411.27,85758.92
Stressed,22904.59,8687.70,14024.92,21914.79,71512.92
Stressed,8993.94,10244.65,6851.19,16370.14,64389.54
Stressed,7429.70,7089.75,2843.20,11573.86,81579.25
Stressed,5640.55,6055.26,3158.93,14310.20,69649.94
Stressed,4550.93,5119.11,6857.84,12640.75,71297.03
Stressed,6009.33,6938.98,3875.84,9295.75,64777.51
Stressed,4430.91,5477.01,6598.53,12723.64,68154.59
Stressed,16134.35,20650.42,10758.23,18211.17,102197.30
Stressed,11810.61,19228.50,12042.31,23189.73,88408.99
Stressed,14073.83,17073.99,3721.74,15802.46,118542.97
Stressed,17013.47,12054.84,8815.49,16610.16,104608.37
Stressed,6038.78,5516.30,9011.40,17769.82,106699.69
Stressed,3326.02,12223.16,4754.92,12457.01,82715.07
Stressed,30703.20,25644.18,7162.75,20821.10,136188.07
Stressed,17970.83,67119.62,58729.97,45974.24,113784.60
Stressed,14562.14,31710.70,31203.48,65463.83,241718.08
Stressed,22502.32,11231.69,10201.86,36587.56,192829.66
Stressed,7061.02,16988.07,21237.29,39658.32,220091.33
Stressed,8306.43,19347.21,23933.37,42010.33,232275.02
Stressed,16075.87,23836.71,27472.77,47251.65,250842.99
Stressed,20033.96,19988.62,45512.52,67311.38,250749.38
Stressed,15035.96,16287.45,22590.85,47994.36,251335.16
Stressed,9820.97,13788.56,15518.29,33315.11,206671.54
Stressed,7213.85,20193.09,14064.74,58183.51,219480.70
Stressed,13543.62,11711.10,20787.05,49887.69,253791.93
Stressed,13977.69,14648.07,17370.75,55555.50,253958.22
Stressed,5780.22,13993.76,27811.33,58824.23,229548.30
Stressed,137458.30,111412.42,56904.34,56957.18,156036.32
Stressed,29182.80,24019.18,11704.05,25424.22,147582.33
Stressed,11491.17,13384.16,18947.19,41081.31,203058.85
