State,Delta,Theta,Alpha,Beta,Gamma
Baseline,6636.31,13160.23,14659.05,17216.64,269643.67
Baseline,6748.88,13671.15,9896.30,13348.58,250046.24
Baseline,4764.43,28905.11,25138.54,58610.95,281310.83
Baseline,6325.73,6904.71,5409.80,11289.72,258062.47
Baseline,9930.40,6146.47,5169.80,14198.19,266063.93
Baseline,10420.63,8808.82,7673.22,14139.28,255952.90
Baseline,12187.28,10147.69,6847.30,9469.56,259780.62
Baseline,9758.20,6801.56,5888.28,19744.74,266121.88
Baseline,7715.09,4026.94,5219.06,12354.94,242741.93
Baseline,3685.05,6708.64,3810.83,9777.01,236899.72
Baseline,22468.98,20494.47,10243.69,24660.63,271368.33
Baseline,82695.25,62037.20,43634.51,35190.19,308382.93
Baseline,12097.10,10638.64,6190.15,15253.77,239868.80
Baseline,15520.96,15985.18,6606.19,14444.49,267007.95
Baseline,16037.28,19242.12,8873.76,16499.11,272854.35
Baseline,33621.81,22549.67,6964.19,17569.08,266356.60
Baseline,6908.58,21272.46,8089.70,16213.44,216987.32
Baseline,37481.62,35173.23,29694.74,48157.17,340420.95
Baseline,35358.81,45944.22,47745.54,92972.91,304019.39
Baseline,4933.30,14443.55,19464.05,32115.04,260534.22
Baseline,8683.54,20406.14,12771.65,33415.84,269428.78
Baseline,9011.35,8338.62,8650.20,23135.32,254395.45
Baseline,6713.41,13298.23,9976.15,18995.19,251139.97
Baseline,12727.00,10674.25,4302.82,12796.20,220984.10
Baseline,45174.38,34015.88,21221.99,26570.65,296407.43
Baseline,88806.58,67547.63,33053.09,28658.02,273461.23
Baseline,19175.28,17145.65,11172.16,15443.32,251926.84
Baseline,9715.71,7070.69,7108.87,17956.03,266194.48
Baseline,7955.07,18773.56,12277.44,24345.06,266977.07
Baseline,3936.79,5605.84,4765.03,12540.74,233448.12
Baseline,6061.67,10518.38,13134.70,27304.52,272185.44
Baseline,16105.68,16092.62,14227.03,25227.33,276233.19
Baseline,19695.60,20587.85,18212.52,24174.78,259505.29
Baseline,9515.96,14437.06,13810.07,16535.05,244504.16
Baseline,4304.62,16417.46,15021.17,27457.14,267489.04
Baseline,7388.74,16448.36,9215.49,14198.69,245590.23
Baseline,11254.26,25448.12,11688.37,28264.15,283411.40
Baseline,14576.58,29952.63,21234.22,38842.46,296261.66
Baseline,18035.90,21038.36,10749.42,27900.28,270676.37
Baseline,13144.73,9016.62,10956.94,18754.93,247234.88
Baseline,33453.21,25050.72,16300.94,25705.11,270748.67
Baseline,17370.47,7117.57,7043.45,19333.56,255253.39
Baseline,14327.50,23456.87,11284.61,24347.74,257443.09
Baseline,5177.70,31925.58,17756.15,18479.54,291157.04
Baseline,24953.56,18250.99,21254.12,29158.58,278116.41
Baseline,7023.83,11273.49,8301.96,17137.80,259236.56
Baseline,17668.37,31580.31,12816.45,15334.18,277673.51
Baseline,15861.80,20685.06,10285.76,27299.20,257215.60
Baseline,14019.00,15282.64,10686.73,24005.03,257419.27
Baseline,9469.83,9412.70,7929.64,17433.72,237777.37
Baseline,4451.90,10370.99,6137.54,13676.73,235948.28
Baseline,12096.72,8110.23,6565.59,15373.90,238519.48
Baseline,68796.48,117242.33,37077.01,29087.01,339430.19
Baseline,9113.82,8957.66,6180.49,13078.46,196624.17
Baseline,27164.08,20114.62,22144.72,15839.13,264919.05
Baseline,14450.93,15637.53,11326.36,18419.54,271116.56
Baseline,15473.96,19804.07,6030.03,18177.88,268785.88
Baseline,5543.17,9124.46,7874.25,18311.83,243744.12
Baseline,7626.20,11804.43,9321.90,9858.43,236460.61
Baseline,6054.20,12729.67,9440.99,15159.86,250412.25
Baseline,5455.35,3928.90,4971.53,13120.74,252223.28
Baseline,2688.39,6992.18,5235.23,9643.08,231991.75
Baseline,16439.66,6417.45,4070.71,10880.94,253021.24
Baseline,12940.16,5311.95,5440.45,13352.63,248551.81
Baseline,16102.22,17476.87,11393.04,17156.13,250087.31
Baseline,5975.23,4195.02,4794.00,11019.37,187542.32
Baseline,9795.85,24326.08,12603.28,11534.16,276384.43
Baseline,5160.04,15192.85,8794.02,20970.46,269434.30
Baseline,13847.92,5820.57,7291.04,12927.80,241913.56
Baseline,10701.96,6612.65,5250.21,12550.62,209635.44
Baseline,8186.23,12122.03,7879.70,18382.65,251472.00
Baseline,12769.58,18513.52,8703.00,24028.45,253177.01
Baseline,6555.26,5816.94,2808.63,10972.48,227924.01
Baseline,5013.43,7501.94,7472.34,9283.28,209057.62
Baseline,6896.68,6340.95,5394.08,15931.12,227951.56
Baseline,5893.08,6489.07,7646.61,10088.35,226838.96
Baseline,21051.09,56551.43,7253.72,16738.39,265181.67
Baseline,19787.43,19901.64,10031.73,14235.22,209708.05
Baseline,22116.59,13652.55,3567.75,16970.80,263041.39
Baseline,36151.52,43270.69,11555.42,12702.28,287642.63
Baseline,14454.18,13693.95,3468.98,9430.24,220232.89
Baseline,5570.47,17427.13,5998.65,12736.55,252482.49
Baseline,24224.43,38592.99,31220.58,39341.17,281769.11
Baseline,11938.07,12426.98,8238.10,20342.75,249362.22
Baseline,6987.48,8803.16,7054.86,10451.91,208599.03
Baseline,5713.60,6835.77,18469.96,50605.50,365230.40
Baseline,30921.32,55578.28,45770.17,72043.62,293356.91
Baseline,33094.95,11882.79,6729.06,13157.28,260495.33
Baseline,5608.16,9777.90,7805.47,18043.73,225036.27
Baseline,15968.79,14698.21,13420.26,14955.60,267549.24
Baseline,6867.07,15876.87,6163.87,9429.81,244907.13
Baseline,4502.58,6723.68,3495.43,12380.76,215961.78
Baseline,5937.73,6463.99,3679.47,12929.00,208852.46
Baseline,5431.78,9767.58,7342.25,15084.56,242928.45
Baseline,3520.50,9086.79,9514.60,23016.48,247208.36
Baseline,9328.76,12551.64,11267.86,14026.44,231319.04
Baseline,6301.74,5945.70,6761.57,14565.69,231830.33
Baseline,41454.32,10728.95,13240.27,18602.51,269011.57
Baseline,12261.86,8513.98,8600.65,14032.96,199586.54
Baseline,10705.49,8812.04,6376.64,15633.77,235248.98
Baseline,23115.36,9935.95,4285.55,13943.72,237580.93
Baseline,8117.75,6688.30,11307.03,10304.19,179079.34
Baseline,5366.25,12409.24,5353.31,10093.12,209270.68
Baseline,4540.20,9015.42,10271.53,12291.29,203796.65
Baseline,7864.76,10851.45,11338.87,23819.46,236892.30
Baseline,12799.91,9058.68,8521.10,16502.70,223075.89
Baseline,13660.02,13387.94,8030.14,18477.49,251421.56
Baseline,5199.50,7498.20,10580.05,17205.01,240185.19
Baseline,6049.02,7202.07,8615.60,15456.69,230909.81
Baseline,17568.56,9178.13,12302.33,18387.96,194813.80
Baseline,1885.76,11105.00,15089.31,26639.11,243187.15
Baseline,2030.39,5522.81,5818.38,14264.36,223497.39
Baseline,16249.09,11897.21,9500.57,16371.47,183272.42
Baseline,10091.18,3956.21,5482.78,16512.94,239263.54
Baseline,12332.96,25538.12,9560.84,23526.95,250962.18
Baseline,3272.76,2621.01,7375.67,13515.63,200160.71
Baseline,11871.97,11883.29,8502.27,11849.48,218859.57
Baseline,6527.43,5492.00,7954.91,10573.64,240224.29
Baseline,8307.11,12134.27,13897.52,28044.12,238251.07
Baseline,11364.50,8605.87,3475.43,9374.46,180151.29
Baseline,13080.31,21131.31,9815.30,15003.98,244391.51
Baseline,12103.28,17122.53,5119.60,14187.32,240574.86
Baseline,20963.60,19128.00,6784.53,12814.00,185099.77
Baseline,8160.29,6073.47,4504.62,9823.80,208322.18
Baseline,15189.61,15167.86,13524.18,22429.41,255647.39
Baseline,8068.64,10770.58,6459.77,16266.08,223355.74
Baseline,11207.19,12315.16,9631.19,13484.18,164683.62
Baseline,46103.60,20714.04,19309.14,20457.91,266302.56
Baseline,12327.05,12073.72,12288.28,23897.62,251584.95
Baseline,7740.57,7766.65,7000.60,12970.73,172683.03
Baseline,37354.97,22902.69,21846.33,27094.92,274831.26
Baseline,8811.30,8483.20,7722.83,19621.49,215192.42
Baseline,11956.60,11417.57,7171.31,14502.23,197377.83
Baseline,29004.03,14111.97,4987.52,16416.18,265152.80
Baseline,11886.60,12283.82,7275.40,22024.45,263261.51
Baseline,11276.28,5646.84,7797.14,12130.88,206410.91
Baseline,9333.73,6864.59,6052.64,11342.37,249612.07
Baseline,18249.50,14410.29,9932.92,16053.34,252550.51
Baseline,10647.89,15646.12,11688.94,19183.53,237641.44
Baseline,14143.67,11067.53,5299.86,9773.33,177572.61
Baseline,8957.62,10047.52,8854.34,24734.84,241566.65
Baseline,10241.55,13910.67,15842.30,20509.11,263003.08
Baseline,10581.42,4045.43,4026.48,10149.61,162495.84
Baseline,30482.91,39149.17,30676.63,41716.49,305010.59
Baseline,38466.12,21067.45,22498.51,33956.42,284330.04
Baseline,21805.75,18889.71,15932.58,16480.96,244777.55
Baseline,147232.56,155249.52,145601.47,170636.31,455992.69
Baseline,88499.05,44656.14,35353.45,90018.39,345698.63
Baseline,132355.86,59974.33,38459.47,47972.63,320344.41
Baseline,26760.23,17609.20,12494.13,11306.85,141600.01
Baseline,7439.50,5968.19,5243.29,7164.94,64465.11
Baseline,871.93,299.38,101.91,86.92,41.00
Baseline,151657.08,86251.50,26896.31,79267.95,298184.33
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,40084.20,32638.24,9501.13,13535.27,206094.37
Baseline,71829.99,49180.06,39956.30,89826.75,361668.45
Baseline,23770.00,41000.19,30833.40,57110.78,272416.80
Baseline,7300.70,21102.64,19460.36,26765.10,258664.29
Baseline,55279.59,39263.94,6683.52,26185.60,300609.58
Baseline,7089.85,23223.40,9684.84,22903.30,236391.50
Baseline,15324.13,19274.30,14037.74,26419.70,253618.96
Baseline,5992.03,15436.26,13838.37,23293.46,230216.96
Baseline,10974.27,7257.55,9938.86,21040.45,232645.67
Baseline,9838.72,13083.25,7793.29,22912.60,239405.97
Baseline,11587.02,25341.37,19103.95,35175.99,265803.09
Baseline,16678.35,8648.84,9924.48,24937.87,238175.35
Baseline,9489.66,16188.22,12376.88,17395.21,254910.20
Baseline,4663.20,14587.31,9662.86,18712.61,231374.59
Baseline,6481.01,16615.12,8335.11,15924.25,233954.90
Baseline,21207.07,16971.86,15674.83,37633.09,241075.84
Baseline,11285.30,10529.77,9738.07,23795.56,230429.26
Baseline,14134.85,10081.92,6529.48,15391.85,234503.13
Baseline,13307.72,8816.06,4950.35,16817.58,233009.51
Baseline,8012.43,6411.39,3802.61,12188.76,228721.53
Baseline,4904.41,7036.09,6662.45,18289.01,199912.58
Baseline,21498.45,8883.25,3658.05,14951.67,219940.94
Baseline,9882.00,6892.49,7242.72,15332.79,218666.10
Baseline,9461.84,11967.45,5472.30,13892.20,232157.92
Baseline,8457.67,4783.48,8762.40,13546.82,232512.51
Baseline,13048.64,7902.53,7935.37,13028.36,238193.11
Baseline,14042.59,7818.64,7019.17,16269.23,233091.43
Baseline,34041.93,36306.98,31127.32,52969.46,237845.98
Baseline,6303.64,4415.60,4866.19,12548.91,228003.28
Baseline,9698.65,8764.88,11267.95,17340.53,238399.29
Baseline,9049.28,5670.65,7705.48,11259.91,190153.62
Baseline,9378.94,4965.69,4393.94,11641.41,206674.89
Baseline,14626.10,6385.80,4495.71,11583.80,224348.34
Baseline,10363.39,15503.55,22797.77,21587.23,233853.41
Baseline,7634.13,4683.19,8966.98,19737.92,214850.48
Baseline,13897.70,11879.34,8613.10,14401.81,236325.56
Baseline,11241.21,13881.62,4966.20,16276.69,236000.37
Baseline,7960.37,9633.35,5170.96,12683.57,235098.30
Baseline,12745.39,10419.24,8962.83,14639.37,240218.58
Baseline,7412.80,7569.27,9250.87,20046.46,245694.76
Baseline,16361.56,9672.72,6273.53,11567.65,221950.35
Baseline,8830.72,10726.36,4706.68,11287.86,240882.00
Baseline,37581.61,78926.98,29670.87,49997.22,376801.52
Baseline,63872.05,63704.16,29338.85,28561.95,286863.37
Baseline,44889.83,52336.83,21971.35,26634.72,238616.50
Baseline,12686.26,11177.86,13847.25,23345.63,243934.12
Baseline,9426.58,9388.21,11123.40,21771.14,204326.03
Baseline,2875.28,30679.77,18731.79,28637.66,238716.37
Baseline,7644.23,16841.81,16744.74,20213.22,239713.26
Baseline,10460.12,15076.07,7427.66,17575.17,183663.17
Baseline,13581.50,14966.60,12866.94,20208.86,216576.45
Baseline,9035.26,7226.04,6475.41,15003.62,185571.98
Baseline,28962.87,21582.55,15282.61,17586.27,223569.67
Baseline,62688.55,42816.69,18461.26,11782.98,184672.50
Baseline,19895.92,14317.56,6477.11,27659.35,78269.41
Baseline,871.93,299.38,101.91,86.92,41.00
Baseline,33908.30,43932.71,23968.46,52193.89,302483.60
Baseline,9449.67,14218.38,6030.80,10241.35,35256.88
Baseline,0.00,0.00,0.00,0.00,0.00
Baseline,39312.86,30025.04,8968.19,19726.73,297922.65
Baseline,7926.16,5894.41,8342.88,18962.79,240472.44
Baseline,16368.69,15617.80,9779.47,18040.16,279210.85
Baseline,41878.01,58357.29,32626.62,48923.68,354460.09
Baseline,156360.91,106737.37,47613.04,41412.66,313645.71
Baseline,142782.47,167011.54,40456.96,52962.72,274631.90
Baseline,113598.35,76077.59,34834.97,49898.54,327986.91
Baseline,45971.30,34618.60,18262.44,26259.11,104934.95
Baseline,106938.84,62980.72,44813.66,37041.10,370217.62
Baseline,67379.75,96879.06,50773.30,95709.98,388105.69
Baseline,22210.77,39159.49,18179.92,30173.55,265237.36
Baseline,19831.98,29695.48,22666.95,54096.55,293155.49
Baseline,27518.37,35540.12,19947.14,25104.48,297982.53
Baseline,10442.98,27455.10,28762.76,45814.57,336978.57
Baseline,40448.35,65998.88,26439.57,60921.47,343720.07
Baseline,31925.09,69004.79,41419.90,87246.69,374787.59
Baseline,34499.72,36778.82,11587.98,49649.63,314052.73
Baseline,41694.09,40973.90,31694.21,49961.78,308296.69
Baseline,23684.20,23920.50,10890.15,36021.44,285253.13
Baseline,22554.53,11000.76,7904.05,21241.27,269007.76
Baseline,12828.38,15357.84,7260.29,14056.90,248886.72
Baseline,8329.66,7400.27,8477.48,17827.76,280660.27
Baseline,21447.03,14480.79,25794.74,23757.37,291998.33
Baseline,29642.90,16101.96,4879.88,17942.64,293640.26
Baseline,34765.46,35479.87,5632.53,13330.62,262860.40
Baseline,5089.90,23590.39,11480.02,18863.80,242110.88
Baseline,16260.10,10850.94,8745.18,21730.91,235782.96
Baseline,97052.92,43710.07,16685.38,20517.42,312284.76
Baseline,47670.08,37517.09,18946.52,13106.81,286978.66
Baseline,31539.30,28156.25,18043.61,30609.14,275296.31
Baseline,20460.74,25154.42,13094.60,28703.64,273766.19
Baseline,24253.56,22956.28,13849.75,33186.76,296294.76
Baseline,29913.95,24954.90,16913.15,32848.10,299829.93
Baseline,17602.35,16206.14,7113.69,16152.49,218946.09
Baseline,51686.51,10804.42,5584.77,16329.15,272647.02
Baseline,18347.73,62483.34,54047.66,71121.92,351802.52
Baseline,9441.00,10218.39,11013.18,16121.29,202591.71
Baseline,20968.66,16962.55,8768.99,9935.56,211015.97
Baseline,23752.53,9673.33,8048.98,16254.86,242554.17
Baseline,24851.40,44164.41,28780.33,33740.61,263690.45
Baseline,7376.44,14275.39,9746.29,18269.86,251282.47
Baseline,25969.64,14492.44,6032.00,15989.01,266722.25
Baseline,8440.94,14498.31,9329.71,13134.65,240080.26
Baseline,25987.16,17990.29,9444.54,14507.32,287809.58
Baseline,58525.05,33389.83,9195.43,16983.10,293327.00
Baseline,37679.06,18578.41,10419.00,12257.58,270644.24
Baseline,42327.36,21502.71,21139.76,45062.66,285856.23
Baseline,10835.34,10640.76,7618.72,19528.88,254761.10
Baseline,28655.65,25290.22,32831.48,28138.24,291564.34
Baseline,25299.52,20524.19,8289.88,17652.90,244417.52
Baseline,6507.49,8515.36,5329.31,14266.09,243901.03
Baseline,12287.74,25794.64,13883.35,23492.15,245984.90
Baseline,9389.54,20312.34,7784.90,25916.90,250369.33
Baseline,40646.53,17272.84,12157.09,23750.81,281127.47
Baseline,28488.85,15196.39,27516.03,41235.49,313837.82
Baseline,10661.35,25848.61,17340.62,26386.93,252025.61
Baseline,21989.34,19920.08,9938.83,20177.55,257971.35
Baseline,26994.02,12888.69,9259.36,15671.66,201477.44
Baseline,14569.12,25766.88,11995.20,15568.98,224656.65
Baseline,21284.28,19662.10,12432.80,20592.58,278993.15
Baseline,12672.49,9519.56,6157.13,17323.24,264448.69
Baseline,12365.22,7469.57,8885.47,18348.85,234971.40
Baseline,24296.39,33726.47,17860.82,43652.13,298735.44
Baseline,8502.28,16868.26,7738.15,13585.25,217964.15
Baseline,22457.42,25032.68,15545.19,38958.18,259838.82
Baseline,15011.38,15361.29,7999.26,12781.94,229275.06
Baseline,9715.52,4349.34,7854.70,18803.20,220733.42
Baseline,15251.16,15499.90,9563.41,16029.31,202705.28
Baseline,6112.01,10561.20,14530.77,20828.57,225380.12
Baseline,9388.41,7632.80,8550.45,19022.68,253590.43
Baseline,19474.85,11974.70,8464.38,22565.45,262560.46
Baseline,17456.09,14286.14,5842.65,19141.02,245992.84
Baseline,9738.96,7580.81,5961.88,22388.09,251662.71
Baseline,29727.44,21184.02,24797.29,28083.55,274263.18
Baseline,23211.04,15766.90,7701.68,22345.84,231019.94
Baseline,11916.49,6915.04,7656.21,13729.69,229312.89
Baseline,8266.85,11571.69,8997.43,20152.00,268371.04
Baseline,27940.53,18142.05,16897.80,55011.36,242707.85
Baseline,13453.72,16103.12,10801.15,22312.31,277732.54
Baseline,20532.27,23560.78,8731.34,9475.00,177516.43
Baseline,48054.39,26904.49,12961.86,17143.22,258252.31
Baseline,16479.00,9494.29,8135.84,28805.54,240386.52
Baseline,16022.42,8350.83,22999.73,25921.30,231037.14
Baseline,11899.50,10182.85,13022.88,21229.49,245589.19
Baseline,28616.13,30166.86,13513.58,21499.97,280415.36
Baseline,25038.04,18527.29,17120.88,22293.25,249567.78
Baseline,17009.47,37852.04,16158.27,30456.72,295781.74
Baseline,16550.05,25477.63,18530.63,35858.46,286502.93
Baseline,9469.17,25997.12,12113.63,14763.77,260820.97
Baseline,47222.28,31127.51,28285.27,45061.92,304123.15
Baseline,14741.10,28969.65,16268.26,22296.82,271922.20
Baseline,24152.47,15761.31,7902.31,10602.68,232701.21
Baseline,50328.37,37338.33,13999.42,22597.88,198483.67
Baseline,16441.35,18126.19,18639.64,21456.13,243118.89
Baseline,29930.69,21850.53,10472.96,19235.91,266601.91
Baseline,20618.55,18878.63,16487.13,22506.39,270469.50
Baseline,11842.28,18799.78,13492.30,21733.89,292821.03
Baseline,33870.80,30078.08,17689.17,21789.06,296076.60
Baseline,25420.92,23245.70,9819.33,42683.44,256620.18
Baseline,27007.96,9272.64,9140.96,24830.87,275740.59
Baseline,25418.18,37456.86,36348.69,42172.74,303386.07
Baseline,12142.89,33743.69,11592.63,24751.48,238677.58
Baseline,29758.11,29040.75,18581.18,27997.73,319223.04
Baseline,14122.19,13809.47,8996.74,28906.82,276325.97
Baseline,20435.35,22487.45,9666.77,17361.67,281546.34
Baseline,13087.92,22590.77,11545.09,23248.08,255725.95
Baseline,7040.99,21547.49,13804.57,16750.51,259714.77
Baseline,16766.06,8024.30,10861.80,21227.86,256652.60
Baseline,11482.61,31621.81,10554.57,38577.70,293313.57
Baseline,15365.30,20079.92,11323.25,26094.27,269298.96
Baseline,17834.68,20669.34,17030.98,16692.85,263463.08
Baseline,16483.64,12943.77,11447.17,17963.75,180315.34
Baseline,26010.93,16424.87,13280.38,22593.82,277718.26
Baseline,9792.32,26438.27,10891.10,21009.00,264683.20
Baseline,34304.00,28149.12,39439.95,68609.53,295171.16
Baseline,11433.35,18087.11,13883.94,28985.68,270644.21
Baseline,19639.52,21330.15,12028.04,17473.90,273355.88
Baseline,14831.67,19203.32,13078.97,23338.72,274711.19
Baseline,16961.68,17016.52,5596.93,20077.32,277763.81
Baseline,10128.36,22971.56,10075.86,23726.13,275192.12
Baseline,23504.11,20250.33,6326.30,14386.99,267118.07
Baseline,18001.84,26137.28,9419.38,19127.27,237987.35
Baseline,15109.84,20016.01,11780.92,19118.64,278833.81
Baseline,37471.90,31214.35,11300.16,23199.97,274522.63
Baseline,18148.67,20883.57,8718.19,19902.93,265020.60
Baseline,12642.53,8387.69,5511.45,16342.68,258917.14
Baseline,11833.38,6715.48,6617.32,21693.49,250527.84
Baseline,27218.68,16892.30,5592.08,14086.31,200260.98
Baseline,15103.76,18545.05,7989.71,13003.49,230032.43
Baseline,12114.53,19371.56,17328.90,25322.37,265220.86
Baseline,23730.02,10120.52,14028.62,29424.91,228497.42
Baseline,23870.64,24875.98,10107.95,20478.03,233362.24
Baseline,8863.98,10091.82,6572.72,15239.20,252054.57
Baseline,16261.10,15584.04,7562.82,16762.56,251625.35
Baseline,23014.00,5796.78,5586.73,14399.91,253977.25
Baseline,12020.16,10601.10,4966.05,24295.62,278373.96
Baseline,40746.26,13317.04,11411.96,21264.56,272215.93
Baseline,5045.67,9603.86,10078.42,22218.43,272739.54
Baseline,8531.53,17974.50,13473.09,21565.29,267704.46
Baseline,20106.67,9444.60,5925.85,18067.92,263173.26
Baseline,35271.12,11081.45,7530.06,18824.74,261918.42
Baseline,42424.64,26895.68,17834.18,27879.26,255248.90
Baseline,26258.02,11125.83,12898.43,16660.51,226129.22
Baseline,18088.89,28702.95,12149.10,16973.91,266665.72
Baseline,17436.53,6940.02,11986.60,13710.80,248911.85
Baseline,12202.84,20039.93,18123.11,22155.95,204930.18
Baseline,10269.44,16777.58,6854.62,17705.56,271891.88
Baseline,20704.25,15402.92,16498.35,28166.19,268833.52
Baseline,100136.74,36129.60,29259.64,27738.65,287073.50
Baseline,4073.69,11629.44,5001.36,14920.08,258853.84
Baseline,4874.32,9178.91,7351.50,12431.58,241853.28
Baseline,19823.28,18877.03,12592.95,23028.49,223793.19
Baseline,22685.91,22538.26,10694.90,31631.24,296998.84
Baseline,46690.15,12932.58,15100.68,23623.11,306428.78
Baseline,16277.85,8551.17,14890.40,25453.20,265465.42
Baseline,12607.61,16057.25,6139.84,15848.23,263457.87
Baseline,14416.69,20800.08,12034.88,12231.03,274280.22
Baseline,12008.60,20574.35,8877.32,17323.19,270397.09
Baseline,22598.63,14169.54,12189.40,28071.55,289829.22
Baseline,36034.71,28835.26,9201.26,21721.67,274721.49
Baseline,24604.13,23679.08,13832.90,29711.17,274570.20
Baseline,29820.43,13213.98,6542.93,11774.81,272505.37
Baseline,14619.09,11773.74,7357.36,14402.06,262739.77
Baseline,19232.39,15476.68,6846.15,14178.30,232896.87
Baseline,7213.87,14821.80,8239.75,18141.07,262535.42
Baseline,6971.03,12428.91,5902.59,16204.29,267630.34
Baseline,30763.28,36718.58,22357.75,34344.64,313970.14
Baseline,16251.58,16429.56,9071.75,26612.73,241923.32
Baseline,10845.87,12287.97,7307.73,19938.07,276770.27
Baseline,9531.81,8769.37,8290.65,12631.68,266887.13
Baseline,7559.20,15923.51,10687.50,18632.13,226276.10
Baseline,19863.80,9218.28,4944.45,13494.22,248170.44
Baseline,23781.99,18735.78,6382.76,11978.13,260417.96
Baseline,42017.07,50975.35,33703.63,31473.30,281018.97
Baseline,21170.29,5606.90,2752.12,10828.86,203183.46
Baseline,7813.78,5666.88,5214.46,15410.61,243060.12
