State,Delta,Theta,Alpha,Beta,Gamma
Focused,16931.24,19055.70,7792.16,15972.17,108707.83
Focused,30772.34,30301.16,15131.34,51135.23,154226.26
Focused,19278.28,8594.20,9658.47,36402.85,165052.93
Focused,36169.08,17432.75,17443.20,44486.14,160647.36
Focused,26206.56,12936.80,13810.31,28980.32,146772.77
Focused,26218.94,5141.43,8084.30,27653.70,127860.02
Focused,37397.07,12545.47,17769.77,23749.15,120024.78
Focused,26230.66,18155.27,9604.62,22909.67,107011.91
Focused,15989.08,19321.58,6430.46,17237.70,109478.49
Focused,26323.07,20247.33,9487.06,16397.67,102286.22
Focused,18475.32,27009.33,7036.52,14432.17,90233.02
Focused,14755.54,15782.62,11576.12,16299.48,96481.73
Focused,43215.54,33976.40,10221.36,17822.22,113387.41
Focused,18825.99,8707.47,7404.07,20232.61,99100.46
Focused,39228.67,24641.50,4924.57,11388.39,100024.69
Focused,16294.51,10196.93,14760.86,13623.15,101228.63
Focused,21781.52,11204.95,7646.75,22325.67,113064.92
Focused,33215.29,56462.46,16532.01,25865.32,138843.95
Focused,21277.32,25915.17,12631.16,17847.61,124765.86
Focused,119251.26,53126.86,19381.01,41541.30,157892.17
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,53699.80,24939.73,11181.30,21420.26,66119.92
Focused,55970.05,32674.79,17043.49,41119.05,123411.13
Focused,12406.84,29473.62,20116.85,23825.50,104989.27
Focused,51296.66,38999.47,15744.50,33424.40,181731.49
Focused,41543.26,59614.73,31840.18,42839.23,212912.56
Focused,22876.38,24967.96,11103.13,32570.89,145297.28
Focused,18801.93,31079.95,11888.32,35411.61,160490.47
Focused,54379.03,32228.82,10427.41,29762.30,169873.86
Focused,54345.84,75182.75,17430.33,31269.62,181196.88
Focused,80870.53,85465.76,25438.97,39613.91,174235.71
Focused,74061.59,91321.48,52999.96,115367.17,340489.14
Focused,14432.84,18509.20,12064.30,28044.91,160756.48
Focused,40204.64,39931.55,15784.80,31743.44,175844.81
Focused,22882.67,40065.14,22652.53,43618.87,165188.27
Focused,25098.48,17354.81,6478.79,49915.06,189774.46
Focused,16311.17,22196.12,15620.78,39398.59,198986.92
Focused,71658.82,50800.93,17236.11,50821.27,194331.48
Focused,15510.42,21364.51,11778.92,18669.28,136738.10
Focused,41984.79,30814.08,9454.97,27110.99,122833.40
Focused,23040.38,16275.57,3667.90,28302.04,154949.80
Focused,30447.68,14805.83,13948.61,26163.28,157626.66
Focused,34011.56,44819.31,12668.60,20222.19,135603.75
Focused,28396.38,17163.90,7810.82,29546.21,158783.09
Focused,18778.29,39084.28,14886.14,29275.79,136265.16
Focused,51476.82,15335.75,10245.39,22962.81,169990.79
Focused,27449.52,20953.53,6956.10,26092.19,133038.19
Focused,40714.69,38995.60,24348.73,33979.16,159858.01
Focused,28979.29,13362.32,7378.13,23370.50,148173.28
Focused,27211.81,15126.52,8656.99,16970.21,133244.86
Focused,26390.23,22006.61,10782.69,20072.02,135196.60
Focused,17968.05,11692.43,9792.55,17721.76,133423.50
Focused,33583.03,46930.86,20097.17,21566.77,170289.55
Focused,28021.44,10270.83,14438.68,29480.04,192547.57
Focused,34917.77,18290.06,16023.08,27960.22,136288.28
Focused,39979.85,11355.16,8147.04,21333.25,155993.44
Focused,24869.77,15465.43,12680.92,20357.05,147740.02
Focused,22134.32,12378.31,10417.01,32461.32,209979.02
Focused,30339.96,24417.45,9721.18,47905.59,171429.45
Focused,17713.07,10517.70,8717.16,16738.58,149601.30
Focused,35439.30,28802.56,6688.79,14719.78,131867.55
Focused,22371.09,11979.12,11357.77,19669.85,133718.28
Focused,34999.40,21423.27,11594.24,34931.43,242580.84
Focused,16543.17,13780.76,11026.90,27616.28,186024.26
Focused,22031.42,17480.36,10195.53,14737.11,120347.14
Focused,24865.54,15288.11,12092.03,14684.72,143683.61
Focused,25709.72,19317.04,9078.32,41420.39,200737.15
Focused,22227.90,14885.10,20219.29,127236.94,379549.42
Focused,21970.48,20770.59,35015.39,192547.59,600284.55
Focused,38240.90,52341.67,23438.54,139239.21,486925.91
Focused,33050.98,38198.45,38677.91,125162.64,526837.97
Focused,30914.31,16510.61,7218.61,23177.71,161364.82
Focused,38765.54,34026.49,13753.71,16923.50,137626.73
Focused,25798.50,31877.49,23942.25,98207.30,371530.35
Focused,29702.54,14219.82,12330.59,32480.21,183734.70
Focused,22543.23,18196.57,7137.93,22147.57,148525.01
Focused,52951.30,20017.84,13348.99,23284.05,128409.78
Focused,24520.91,67557.49,54039.84,182251.00,345433.53
Focused,15044.67,10049.03,12594.19,19817.29,128273.36
Focused,17770.65,20207.38,10854.61,19194.00,138990.50
Focused,26322.29,31599.65,14513.58,20464.94,135132.45
Focused,25040.64,18607.33,18466.05,26569.92,135313.51
Focused,27738.93,15142.31,11499.23,28275.03,148986.38
Focused,24362.70,9337.51,7670.33,26500.94,124760.72
Focused,48730.47,37331.32,9535.18,26245.00,165951.66
Focused,40534.51,20015.38,11769.18,17680.79,123126.62
Focused,27864.59,35461.66,39469.27,58602.76,156216.02
Focused,39542.14,23238.27,16136.34,20293.66,129201.37
Focused,28020.86,22818.27,15125.10,22109.26,146328.00
Focused,27040.80,30493.36,12307.17,20132.34,137855.71
Focused,21202.35,14088.31,3665.38,18559.81,142807.91
Focused,18615.06,9137.41,5337.08,18979.19,144614.39
Focused,29705.80,11625.76,10796.36,12954.03,129049.21
Focused,19689.90,15881.94,13564.60,16104.90,130162.17
Focused,14202.07,19703.60,9610.01,14203.71,119340.46
Focused,21565.79,17197.48,8384.33,20795.20,124176.93
Focused,17463.03,14711.48,10552.85,18816.75,111692.19
Focused,34771.85,30883.03,7280.55,17278.91,104327.30
Focused,15087.16,15496.62,6500.67,15963.93,83987.76
Focused,13686.60,9162.29,18555.23,31688.36,138242.48
Focused,20849.77,26369.31,12975.80,26295.66,99498.61
Focused,11293.52,13616.93,16969.63,21107.74,119233.63
Focused,19714.36,9745.39,36414.14,81992.30,385819.52
Focused,20070.12,30963.96,26755.82,96388.13,331851.27
Focused,16752.59,20719.70,11066.62,47232.73,272254.27
Focused,23840.28,15993.33,14898.10,44809.77,254206.42
Focused,22339.34,21796.93,24586.31,46011.38,165489.39
Focused,20493.98,8101.10,14094.11,35337.70,125680.08
Focused,13081.37,18058.42,11443.58,20782.08,111749.96
Focused,24532.66,26147.77,8683.30,20908.30,111939.94
Focused,11259.39,10441.05,6610.26,29380.90,118845.46
Focused,16574.27,7712.93,10610.92,16352.09,104568.98
Focused,26302.09,19384.61,11398.14,20376.20,117502.76
Focused,16410.78,9922.36,6543.02,18823.47,90291.11
Focused,15902.23,18906.34,16230.96,25169.00,121040.03
Focused,15813.87,20580.65,12100.33,16700.84,104700.31
Focused,17768.41,10210.13,11144.36,19283.75,102944.69
Focused,22736.63,14407.99,9114.95,15575.33,99575.09
Focused,10155.11,16042.12,8999.45,16914.20,100713.03
Focused,23749.90,22517.65,6498.90,13887.06,91155.99
Focused,19732.15,11930.19,6635.51,18504.76,99820.33
Focused,9640.19,10429.85,10086.46,25092.47,180046.41
Focused,32875.75,32947.65,23477.24,29732.89,104602.76
Focused,13643.63,11042.21,13372.82,44408.19,129518.12
Focused,27827.23,21955.50,10501.74,19987.53,116016.34
Focused,34051.68,18205.50,11644.22,43290.37,141038.75
Focused,20031.62,8061.83,10075.56,51725.54,260934.31
Focused,18371.76,12344.43,7312.64,12654.58,88038.14
Focused,25694.63,21887.45,11764.78,72901.88,324126.11
Focused,20698.01,14575.47,5265.82,21952.88,89011.25
Focused,13044.20,12707.69,5503.32,13292.92,104230.03
Focused,101866.03,57402.37,24298.43,56271.06,307795.44
Focused,48267.98,58335.97,26203.81,52418.12,175629.62
Focused,22762.89,23810.58,7923.78,28166.83,147512.10
Focused,24186.95,17883.45,16421.93,20842.03,147151.49
Focused,54968.46,61127.80,16522.03,25925.28,198236.81
Focused,34026.74,32029.98,18389.63,26296.39,137718.41
Focused,13694.80,11576.45,10820.56,19583.88,114663.37
Focused,30828.00,47385.11,19312.91,31812.29,125993.88
Focused,105841.81,83843.86,29427.47,63823.33,190951.61
Focused,41983.45,9570.05,11336.73,45804.02,210483.23
Focused,50671.52,32359.79,6868.85,19022.88,128775.14
Focused,22060.53,28964.50,12353.76,18898.08,134134.61
Focused,11658.21,17010.25,6754.95,14442.76,103371.66
Focused,34416.97,17243.25,11393.67,18297.85,109839.64
Focused,35222.51,23343.69,10542.39,18126.40,80312.81
Focused,32755.45,21359.56,8992.56,20085.18,93694.46
Focused,19100.33,15076.93,5066.08,9554.10,88854.70
Focused,32907.85,22063.17,8327.51,16908.35,103285.55
Focused,24259.21,9504.77,11080.61,18976.22,76754.26
Focused,16663.32,16697.71,10374.94,13267.26,86304.60
Focused,9195.32,17468.14,14341.10,31218.54,127912.62
Focused,26694.54,28699.95,24621.43,17085.28,62250.82
Focused,174422.32,142937.94,51410.23,64734.92,102247.92
Focused,62938.31,59352.74,35364.53,78313.83,275369.06
Focused,50660.09,49055.50,34088.70,54291.04,170031.64
Focused,31533.11,41196.51,8881.42,35541.81,169786.74
Focused,10842.26,15096.07,9760.49,16863.19,143729.31
Focused,26147.47,18063.10,10394.71,21566.20,130744.85
Focused,33915.20,12372.26,15167.72,23665.53,104123.26
Focused,25740.83,24333.68,13783.25,25334.00,166734.01
Focused,10971.96,18527.78,12488.80,29440.79,118812.22
Focused,38702.55,27115.76,25905.79,88921.47,293830.33
Focused,10347.91,21960.99,18729.11,50316.71,259661.90
Focused,15248.64,21829.35,13613.94,65106.74,297773.23
Focused,28076.45,38800.45,14988.86,43159.10,215294.39
Focused,9999.12,15472.81,13447.85,26402.99,146987.79
Focused,42888.57,61685.18,111143.39,328311.54,1022204.58
Focused,28133.01,30345.04,85382.19,290155.91,1150712.10
Focused,16285.44,49779.72,118869.57,279512.29,1064151.63
Focused,52362.18,41775.68,70827.48,239324.46,663327.09
Focused,25453.59,15632.85,15930.64,30202.18,165596.50
Focused,14472.88,12151.39,12916.56,18863.83,108429.33
Focused,16682.84,48453.23,18416.25,57528.30,259249.55
Focused,871.93,299.38,101.91,86.92,41.00
Focused,48103.01,31808.00,16558.75,39937.81,151161.21
Focused,15677.59,13057.85,11112.43,29552.77,109429.94
Focused,9429.30,28863.45,28071.89,38327.01,131562.74
Focused,17251.44,29608.03,23052.88,63286.53,340173.30
Focused,19529.95,13927.79,14817.91,25744.88,138988.43
Focused,25543.70,53325.38,28220.56,66383.89,382104.41
Focused,18228.39,6741.74,12735.39,22255.08,136102.60
Focused,9762.72,13986.09,19157.02,19801.93,106255.47
Focused,5392.67,16365.91,14897.14,20936.39,108902.63
Focused,14820.52,14566.22,8608.79,21187.66,66712.98
Focused,16181.94,8180.47,13947.52,17159.91,83949.67
Focused,25097.16,11878.16,9497.40,15976.61,100182.40
Focused,18240.46,13982.71,5820.82,20484.23,94058.16
Focused,33050.60,23075.10,17730.29,22223.74,108356.16
Focused,13917.48,14361.92,8322.75,19987.08,111389.57
Focused,22627.83,11924.84,13628.86,19060.71,96674.48
Focused,14943.16,14912.71,14618.74,14514.89,102295.22
Focused,32362.34,13502.76,8519.82,22169.23,96891.82
Focused,18637.92,27436.20,11795.75,16387.65,109745.36
Focused,30599.95,21613.61,15749.44,23471.60,110941.03
Focused,11897.31,14756.26,8234.47,23261.82,86993.23
Focused,25681.97,22569.56,15340.00,17890.96,94534.95
Focused,31317.62,16089.18,10115.24,19340.47,97069.46
Focused,11070.93,36825.77,21174.27,61486.88,485550.18
Focused,25092.71,41033.72,19117.60,58321.15,314256.51
Focused,20732.51,13018.07,23561.21,61386.34,274261.65
Focused,10371.38,17515.88,11102.72,48171.41,266792.27
Focused,10528.04,13424.37,14772.99,33690.64,173587.11
Focused,16573.53,14119.20,9576.58,22983.64,115506.24
Focused,19329.32,9406.58,19937.88,58195.81,256681.16
Focused,9888.10,11699.23,11438.71,32632.75,158864.45
Focused,18279.87,16481.06,10187.86,22766.39,100964.77
Focused,18567.04,16985.14,23916.02,63279.16,180552.36
Focused,20472.25,25173.37,10861.04,28328.73,127660.07
Focused,16434.00,21154.33,15385.90,34128.95,145158.34
Focused,15963.11,18152.87,13094.31,54426.73,255150.83
Focused,31173.61,15683.86,15523.86,17784.29,108310.79
Focused,12279.78,15233.14,12930.38,27747.33,120854.79
Focused,15484.04,12295.13,10295.91,22489.06,105398.98
Focused,17269.41,7682.68,15368.48,26402.35,127999.99
Focused,12761.66,14064.24,16896.38,52988.95,236940.06
Focused,20412.42,14403.07,19297.82,81374.51,237619.90
Focused,15345.71,9784.29,14707.76,23478.69,120402.37
Focused,16323.89,14865.58,8774.84,14742.06,79363.48
Focused,19303.43,14876.77,7621.27,16447.05,80927.30
Focused,18050.67,14138.11,12908.35,18057.13,83316.41
Focused,10511.72,10486.47,14527.25,18366.05,91869.21
Focused,9154.94,9157.80,9306.93,16201.60,79249.33
Focused,10079.36,6787.04,12380.78,11329.58,85404.53
Focused,17135.94,12606.48,15016.48,14623.66,83744.53
Focused,13408.99,6663.71,6770.49,11553.37,88412.34
Focused,10671.54,16006.53,6795.99,10349.71,83538.15
Focused,23902.49,16438.07,11047.83,18427.12,97373.81
Focused,19737.65,14744.31,11934.32,26092.41,136605.71
Focused,13509.56,16425.58,9109.11,18181.60,74098.16
Focused,22838.57,14059.06,9777.92,18889.61,101047.09
Focused,11358.77,22223.54,13127.73,15675.67,96595.81
Focused,19826.11,11192.82,13084.97,12593.59,96948.38
Focused,9606.21,13049.12,15331.05,21103.50,90203.05
Focused,22772.90,19538.90,9620.86,22839.97,139816.97
Focused,24289.08,18514.43,12203.91,42846.95,158411.65
Focused,18612.64,11521.01,12531.96,24101.56,110212.53
Focused,17523.37,12787.35,15887.42,13364.46,100179.64
Focused,14228.57,13474.27,8060.16,11360.78,97655.41
Focused,34861.01,28475.51,10065.25,48180.86,186463.69
Focused,15496.64,11975.58,9129.38,18926.13,106513.92
Focused,7996.89,10585.29,9837.71,15394.39,84912.12
Focused,12367.38,20091.97,9679.32,21360.42,94204.44
Focused,21198.54,17399.35,15990.97,27512.69,154904.08
Focused,10887.77,16544.02,13000.32,21341.27,101375.60
Focused,16672.94,22732.33,23226.75,46319.73,218319.51
Focused,30388.01,15632.51,10450.24,42021.18,244271.90
Focused,13929.47,13423.73,14239.37,18467.07,115186.84
Focused,24296.18,16292.47,8772.89,31096.68,184619.69
Focused,23512.55,50155.11,40065.62,240332.73,951943.51
Focused,45680.37,50692.05,75929.46,278059.04,867647.63
Focused,9562.66,42432.30,79381.71,276287.24,906460.74
Focused,36240.84,113630.02,66105.79,300784.78,936367.25
Focused,11899.26,30927.36,65186.49,205338.51,845088.40
Focused,19698.91,46902.66,49321.67,213446.30,453831.82
Focused,12334.65,12761.03,8782.65,26239.83,135213.04
Focused,9468.58,12274.99,12475.33,20370.14,133478.92
Focused,11006.04,8193.50,10304.68,36269.23,159054.63
Focused,13111.55,12930.18,10352.39,15601.10,96122.40
Focused,14975.39,16421.24,12792.21,24365.53,109371.25
Focused,12387.13,5803.80,11762.21,10867.27,90908.98
Focused,16329.80,11694.33,9129.54,21115.70,93804.65
Focused,27031.65,32283.67,106437.75,237937.91,971565.69
Focused,29951.00,54128.90,49532.99,206019.85,1052450.24
Focused,17660.95,26034.71,38749.28,205547.64,972597.17
Focused,17280.51,55018.75,23724.72,88656.19,430948.17
Focused,22262.74,13542.84,12587.66,19459.70,110274.61
Focused,12797.97,14708.91,6777.64,20613.42,113846.81
Focused,22831.72,17641.02,20008.39,41669.81,270905.88
Focused,14024.41,19398.26,17257.09,49406.50,214643.77
Focused,10575.66,7629.05,9763.86,10732.55,88831.12
Focused,9286.98,17906.19,15601.68,51139.57,208914.69
Focused,14127.95,12429.84,11506.25,29776.50,159156.16
Focused,4861.56,11735.39,7494.36,13392.59,93049.57
Focused,13838.62,15188.73,11691.36,31792.07,155138.35
Focused,21983.80,18789.91,29361.35,68250.31,262388.92
Focused,24515.48,15334.26,17360.03,40447.03,192013.58
Focused,15407.69,15871.68,12459.75,29020.00,101232.39
Focused,14866.11,13131.07,11957.93,36145.00,170806.77
Focused,16778.53,7120.91,6257.64,17887.07,83296.68
Focused,22607.67,7779.78,11699.01,68420.05,243910.28
Focused,14365.37,16383.26,12144.29,28833.82,108490.93
Focused,8840.74,17020.88,6071.92,45744.23,171832.61
Focused,22443.18,20126.34,11003.22,17097.91,98158.72
Focused,35839.59,19478.11,8320.90,20016.85,132068.28
Focused,16847.71,26365.46,9918.96,19167.25,130763.96
Focused,12934.87,16484.64,9478.46,23633.71,131072.25
Focused,11390.32,14300.92,16285.03,21307.41,137277.75
Focused,13615.53,12978.26,15040.34,17455.89,123267.85
Focused,16986.79,31903.83,14601.69,46935.14,262513.30
Focused,22095.37,5898.55,11225.21,27824.79,119478.97
Focused,18491.69,16811.75,4863.13,28061.14,142211.28
Focused,16847.31,13798.19,9875.48,22199.95,120648.28
Focused,21361.39,24776.04,16371.50,39641.58,187893.49
Focused,16337.88,13867.12,12267.14,21525.58,86669.55
Focused,19334.58,39468.63,71104.64,114997.08,527629.25
Focused,20318.50,19131.44,13358.42,21556.49,110690.90
Focused,16794.83,11348.99,11593.00,36515.91,178293.50
Focused,13601.75,26435.24,8613.26,48279.70,284560.96
Focused,17282.81,10920.03,19110.81,39072.53,215081.09
Focused,58081.66,81465.95,43198.72,153814.19,920528.58
Focused,17991.21,7197.85,4151.56,19740.01,106961.84
Focused,15165.83,19084.03,8736.23,16485.38,101292.37
Focused,17931.46,29669.30,45756.18,78452.47,438011.04
Focused,19254.97,15268.18,9706.31,24035.10,117592.81
Focused,20640.51,40497.92,69304.09,189388.70,720963.36
Focused,21800.68,30727.26,13365.98,57459.64,293317.27
Focused,14385.50,16893.12,16118.02,19918.94,95501.17
Focused,22159.08,21460.14,12091.46,41052.98,175343.56
Focused,29356.23,22325.09,8203.53,21182.31,124703.41
Focused,55657.34,42641.43,17308.80,80565.79,457842.32
Focused,0.00,0.00,0.00,0.00,0.00
Focused,69783.06,58618.03,29842.94,26075.28,51520.38
Focused,28781.69,21907.71,12897.53,15065.53,61591.37
Focused,104667.69,82202.75,14654.71,41546.98,188163.18
Focused,32029.29,44463.79,35302.66,52117.16,188647.10
Focused,35724.35,36691.70,13962.54,30949.35,143554.15
Focused,26931.17,18661.99,7323.02,15550.27,135015.38
Focused,28066.54,14137.79,9347.65,20513.95,147598.11
Focused,16476.36,10068.86,9319.71,21603.67,103739.50
Focused,15899.94,14383.75,8276.88,23490.62,140455.80
Focused,23628.92,18239.61,15313.10,21353.50,108860.18
Focused,24833.02,18122.15,6327.84,16817.88,99693.39
Focused,12469.57,13886.10,14089.01,37938.95,131859.25
Focused,24907.16,21187.88,13940.02,26564.36,117371.80
Focused,12305.50,12309.06,10826.97,24720.48,145278.94
Focused,15633.66,20932.36,9574.64,23021.67,100365.75
Focused,19016.15,17898.79,13563.00,19669.34,116132.99
Focused,16626.42,14212.27,19214.83,48996.06,237003.76
Focused,22908.08,16230.17,6849.19,20837.45,107330.46
Focused,147094.58,34869.97,24947.43,68079.54,412045.75
Focused,26689.68,21965.33,12442.44,55644.90,242681.55
Focused,10660.89,10194.85,7044.06,31013.61,158150.60
Focused,38456.98,17380.59,16905.73,38412.91,143501.32
Focused,15542.81,21698.37,10274.28,36079.15,162072.02
Focused,10307.00,17070.99,9346.26,25823.55,112559.92
Focused,15827.79,29587.72,12800.87,28060.38,123513.50
Focused,15994.30,9468.12,7941.89,18542.82,136094.46
Focused,12147.37,18164.78,26193.86,46596.60,190354.78
Focused,13727.96,15350.73,19490.18,31828.24,148911.89
Focused,19808.91,20003.56,7918.66,32545.72,107529.81
Focused,17878.11,8328.26,5712.48,20746.65,104457.06
Focused,16147.98,14711.95,8759.99,17228.45,108342.43
Focused,7822.03,11583.06,14333.20,24615.43,108119.80
Focused,20713.31,6976.60,10053.89,23261.09,107424.96
Focused,10391.33,5419.88,6971.61,17060.92,96894.12
Focused,23802.77,18638.02,8086.32,15325.87,102386.20
Focused,11359.95,4352.95,8317.35,21552.23,105443.22
Focused,20324.25,12516.94,7666.09,40667.35,175068.96
Focused,9732.46,6953.95,7894.57,15604.06,99308.52
Focused,9624.55,8933.58,10775.05,20081.07,108143.18
Focused,14266.36,11102.84,5289.49,20912.09,119446.77
Focused,21115.37,11394.46,9215.24,21666.96,131026.53
Focused,20784.86,25931.49,53492.27,85653.20,489164.22
Focused,16318.23,18641.08,14089.59,31356.71,159263.31
Focused,21573.10,10851.52,12319.68,30173.08,156264.71
Focused,11394.82,10139.51,6479.24,20270.84,99298.29
Focused,12910.49,10489.65,7640.45,29770.68,178856.13
Focused,21005.59,11989.21,12432.29,23429.85,155110.41
Focused,64060.94,65763.51,38829.63,211825.46,556486.24
Focused,8776.08,12761.89,13446.43,31148.50,193277.42
Focused,12385.90,18780.80,11541.83,24966.19,142872.20
Focused,50692.16,75787.49,26080.66,58397.79,315494.65
Focused,17919.25,19698.13,14061.39,54635.84,312468.63
Focused,150220.30,99254.49,38405.77,29722.33,106857.34
Focused,17296.61,9832.48,8459.74,24089.66,116993.79
