State,Delta,Theta,Alpha,Beta,Gamma
Stressed,28394.92,20627.46,13358.10,19901.18,54435.30
Stressed,30152.36,19817.75,11632.04,16465.77,62825.35
Stressed,31620.30,15286.65,7389.99,13704.32,51637.52
Stressed,24252.20,10944.89,8593.14,25264.78,64455.66
Stressed,22318.10,14083.63,9695.12,15115.80,59757.56
Stressed,9813.36,19461.50,8229.81,13335.32,54549.31
Stressed,37319.32,16812.77,9407.44,10552.38,62803.22
Stressed,8235.57,31230.88,6765.54,10469.80,58354.80
Stressed,25315.69,19567.03,7425.38,18603.60,67675.92
Stressed,35060.45,25271.93,16907.92,13611.78,73727.67
Stressed,37756.50,35949.32,5667.67,15231.69,70402.41
Stressed,15876.35,21322.84,6514.57,10331.78,57827.70
Stressed,21504.78,15186.14,5297.14,14614.10,60761.06
Stressed,31770.97,14947.34,11174.58,16587.20,75142.70
Stressed,28199.38,22089.98,14846.65,13937.62,76665.14
Stressed,35937.16,20688.84,10695.67,16273.88,68266.81
Stressed,16534.44,17309.89,5030.33,20001.12,47636.72
Stressed,71480.02,52483.57,20703.19,19044.58,58746.50
Stressed,23907.08,21784.71,8919.61,18107.89,65839.45
Stressed,19533.18,11676.39,8940.03,18672.97,70977.71
Stressed,24397.78,15601.68,12556.07,16077.13,78653.61
Stressed,23052.56,29314.04,7926.20,23137.72,96951.04
Stressed,32369.00,17790.93,11003.95,23693.95,86759.77
Stressed,38078.33,25282.26,14842.95,28025.25,93069.90
Stressed,17396.47,17403.67,10580.38,18019.14,66490.75
Stressed,14442.93,30030.66,7730.51,21265.68,84203.37
Stressed,38258.93,47369.12,17005.13,24782.30,78353.06
Stressed,22030.23,28150.67,27139.76,16682.74,81683.43
Stressed,39020.44,25156.36,9971.80,23485.79,63384.85
Stressed,20535.72,16301.65,7808.25,15834.24,62116.76
Stressed,27119.29,15556.38,10172.08,15324.08,67523.65
Stressed,28167.51,14466.32,7983.75,15148.36,58538.90
Stressed,20117.31,13591.21,7742.48,12371.05,59255.79
Stressed,26427.60,16604.88,7174.89,17458.78,66398.13
Stressed,34664.14,20651.34,6486.49,16464.79,56154.46
Stressed,14387.60,19263.67,6966.28,15020.04,64221.83
Stressed,15314.63,36589.55,14413.62,19995.42,78413.63
Stressed,31822.95,11698.29,7411.69,21316.43,73610.73
Stressed,14668.71,17085.01,10887.35,16240.78,59541.05
Stressed,47291.23,29473.61,21334.70,27839.00,88613.04
Stressed,21728.95,23821.74,10882.39,19122.92,60097.44
Stressed,15226.89,18168.67,8640.12,14140.83,55736.06
Stressed,14083.73,4962.75,7690.99,12127.17,55080.77
Stressed,29643.30,15130.61,7506.42,11956.28,64270.19
Stressed,23116.05,26314.95,13761.20,16154.51,68397.18
Stressed,28217.81,17757.70,9933.90,19274.97,64589.81
Stressed,22435.74,17906.36,14005.60,9198.81,59995.31
Stressed,27227.18,21744.78,4558.09,13702.13,70724.09
Stressed,26152.49,21337.90,6130.95,15758.38,56074.30
Stressed,14738.35,8968.61,9530.93,12823.75,58738.63
Stressed,24846.30,18655.86,7238.96,12552.82,59037.36
Stressed,44315.96,14063.14,16073.15,13771.42,77633.49
Stressed,36994.91,20441.40,17018.25,12892.27,66973.87
Stressed,15494.70,26945.06,13972.03,14189.69,67125.14
Stressed,27072.69,15085.40,11181.59,14803.49,68841.66
Stressed,19450.71,16816.81,6423.53,14256.62,56571.72
Stressed,21109.34,10889.59,14995.29,13336.44,69028.98
Stressed,32305.87,26196.43,11942.77,15456.97,76040.83
Stressed,13856.31,11357.61,6794.44,13895.30,68642.47
Stressed,48552.27,48710.46,23749.09,21362.16,65342.87
Stressed,20190.91,11666.24,7715.46,10689.93,54370.51
Stressed,15579.34,11071.41,8551.21,13347.68,59871.36
Stressed,13886.81,10704.20,6344.85,14948.88,59738.23
Stressed,28785.62,23854.54,6706.64,11716.41,70092.58
Stressed,32752.52,24364.43,6995.20,15111.34,84116.64
Stressed,17041.25,9981.45,10025.47,16196.80,58760.20
Stressed,16234.67,6564.40,6877.80,15020.21,62113.51
Stressed,13375.01,21438.23,11829.54,19376.37,73117.35
Stressed,14690.20,18845.13,5806.65,17131.50,73226.07
Stressed,13892.56,13035.23,7058.41,19207.44,86796.71
Stressed,31638.33,15838.67,11058.44,24126.10,116665.70
Stressed,17411.23,15675.95,9375.27,18331.92,63837.62
Stressed,20286.48,19214.17,14132.44,23835.77,87617.21
Stressed,34216.83,19589.23,7477.33,17309.35,82164.55
Stressed,15673.93,12607.00,8594.15,13415.46,53359.63
Stressed,30306.02,13702.42,14884.62,26561.81,64536.25
Stressed,13397.95,33745.09,12994.87,15888.86,60999.96
Stressed,19510.04,12107.99,12579.25,16965.31,74199.74
Stressed,12433.92,10606.21,8697.01,15318.25,67094.94
Stressed,19572.13,10758.44,3488.22,18736.32,69237.53
Stressed,25736.84,10093.93,7292.29,16105.17,78944.57
Stressed,32651.00,18237.59,9627.44,18259.86,74754.86
Stressed,10749.53,17361.03,4354.04,14847.66,75598.32
Stressed,6426.89,11656.23,10150.76,20217.26,85329.90
Stressed,14359.95,9992.95,9677.24,23738.63,82701.07
Stressed,25995.49,20813.44,7322.27,24213.20,82154.81
Stressed,24081.61,15522.00,3316.85,17823.99,67043.16
Stressed,19381.07,13098.64,7894.06,16436.44,63942.12
Stressed,11049.41,11213.94,5079.59,20754.45,74596.07
Stressed,23019.22,14135.58,7772.40,34570.40,101549.08
Stressed,18289.06,9526.20,6507.06,26257.01,93220.04
Stressed,23985.29,14635.85,12149.13,24586.49,80651.53
Stressed,11044.47,9966.55,6832.77,25213.01,68623.41
Stressed,15711.95,14361.00,11802.88,15244.38,65175.84
Stressed,20355.75,12384.73,5781.22,17891.98,59999.07
Stressed,30265.02,16891.36,9555.75,15032.78,61889.60
Stressed,17400.46,11272.19,6819.78,16337.15,62002.18
Stressed,25042.10,15194.18,6588.92,9988.19,58193.05
Stressed,20363.73,15832.53,6914.27,16760.75,69978.94
Stressed,31642.47,30179.59,13594.31,16564.10,57737.18
Stressed,15732.67,5990.52,7366.04,15319.82,54611.12
Stressed,28092.86,18563.39,6163.78,10710.56,57352.43
Stressed,21842.43,24751.13,11993.83,15409.15,66192.18
Stressed,20461.56,9785.68,5287.38,16159.40,56374.16
Stressed,15664.92,17678.40,6529.70,12293.61,54682.12
Stressed,12631.67,8299.76,7606.10,12076.04,56515.75
Stressed,11128.70,6805.35,4143.01,9359.42,49393.36
Stressed,11915.34,13056.20,10429.21,14223.97,65411.93
Stressed,14069.95,11173.00,7436.75,17540.39,65683.46
Stressed,13455.40,12786.73,4710.00,11741.25,57748.94
Stressed,8091.09,6576.68,6448.35,10420.67,55852.12
Stressed,14982.09,13146.29,5064.63,17810.18,66532.70
Stressed,28782.53,18389.02,9184.78,17602.42,75715.95
Stressed,12387.70,9509.39,10885.43,11115.48,51925.70
Stressed,17366.24,12892.27,12551.15,10316.83,55702.94
Stressed,11744.37,9903.27,7048.04,12296.55,58154.92
Stressed,8480.43,7363.23,8475.44,10922.34,61219.73
Stressed,46075.55,36046.00,25604.78,35606.26,56342.95
Stressed,28950.68,31634.14,11855.40,12951.42,64700.40
Stressed,16561.01,7779.04,2568.60,10020.66,56247.04
Stressed,7421.45,8004.52,4320.59,11707.55,58274.90
Stressed,10333.37,9093.91,6933.15,14988.25,84721.23
Stressed,8831.63,3278.90,9076.14,10653.32,61073.21
Stressed,11888.29,7581.43,12502.92,19558.08,69308.08
Stressed,11616.06,9985.49,5156.52,16271.41,67666.41
Stressed,10210.47,5867.38,8095.26,12260.35,58283.71
Stressed,8502.15,4623.26,7836.11,8811.45,54176.22
Stressed,14992.59,8033.43,8456.84,11449.45,61703.38
Stressed,25944.49,15404.45,7072.41,13967.33,65273.56
Stressed,14818.60,11566.23,9165.83,17224.30,61605.16
Stressed,15252.37,12830.98,8140.07,11904.92,61634.36
Stressed,11858.15,6987.73,9757.68,12380.85,62805.30
Stressed,17827.04,10973.68,5149.32,10723.86,56812.40
Stressed,10233.51,12476.20,4266.85,12209.01,61008.35
Stressed,12464.69,13724.96,6883.72,11091.14,56897.63
Stressed,43807.77,19656.69,10372.15,16410.93,80408.85
Stressed,36001.79,14137.78,13083.35,15957.24,74041.88
Stressed,30352.53,15590.71,12229.75,18542.90,66004.73
Stressed,25250.33,14059.43,10537.16,15135.97,72296.80
Stressed,20903.21,26110.55,15710.16,25551.76,70396.09
Stressed,22012.58,16078.00,7198.64,21119.09,58658.94
Stressed,10828.87,17008.15,6503.17,12544.97,61943.65
Stressed,13342.34,7816.51,10015.07,17295.64,60119.63
Stressed,12487.58,13489.33,5202.56,12307.85,55876.89
Stressed,13237.22,9732.39,7232.16,17131.16,66825.05
Stressed,22164.00,17140.47,6832.41,18614.84,74058.92
Stressed,12805.78,12583.95,7969.01,17380.26,60227.78
Stressed,12734.37,13885.54,10467.44,15062.16,60818.15
Stressed,23816.12,8849.75,10527.19,9851.27,57997.35
Stressed,13793.51,12634.27,7112.20,11283.69,58853.45
Stressed,10809.00,12320.97,11879.76,12086.00,57415.77
Stressed,23280.72,8103.70,4404.48,17269.64,66261.33
Stressed,12510.82,16667.34,10439.09,15253.59,62330.17
Stressed,13538.68,22653.17,9814.03,18133.81,61081.16
Stressed,23420.78,10563.76,5151.51,17783.94,71435.27
Stressed,11032.21,11934.83,8469.71,13116.55,60097.98
Stressed,9971.18,7740.92,8873.59,12291.70,70273.03
Stressed,25455.32,33816.73,19255.35,24520.89,71512.92
Stressed,12802.55,4284.81,6459.22,11028.14,61538.90
Stressed,19324.19,16470.48,14346.13,15179.46,68145.64
Stressed,14266.91,5744.27,7734.72,13168.45,58259.75
Stressed,5933.85,9054.96,7060.18,11265.10,60077.85
Stressed,16037.62,17963.11,4279.95,16442.03,70741.96
Stressed,13076.07,5958.62,6821.53,12121.94,58832.77
Stressed,13934.68,21460.07,7861.49,16534.78,60235.86
Stressed,16302.59,26792.11,10799.26,13890.53,67529.32
Stressed,15923.31,6494.06,5966.20,10307.66,54285.45
Stressed,17429.38,18859.60,8455.82,16835.87,71363.76
Stressed,8074.87,8665.23,5615.67,17259.39,57892.47
Stressed,6066.97,14272.54,8712.97,13235.42,56396.26
Stressed,17530.47,8754.82,4234.38,12527.24,55539.27
Stressed,13615.88,7235.89,9161.22,15792.65,54294.75
Stressed,14401.11,13771.92,4562.51,13223.28,60231.04
Stressed,18628.56,14518.76,7074.23,15112.09,63698.98
Stressed,9577.01,9565.01,6846.56,16416.66,68319.30
Stressed,12785.46,10704.88,3300.02,14569.94,66125.07
Stressed,14932.81,12368.31,6878.94,10293.57,58344.30
Stressed,7102.93,14211.12,4292.86,18216.41,65008.39
Stressed,23166.81,11413.37,11297.29,16547.84,67837.54
Stressed,13121.47,9000.37,5318.55,12854.53,59990.16
Stressed,18425.17,15765.86,3663.97,15539.00,61874.74
Stressed,15434.33,9816.25,11915.89,16305.17,53182.61
Stressed,14001.56,13560.27,7049.00,15240.94,59701.74
Stressed,13346.24,13544.51,6578.17,15877.22,57982.21
Stressed,8262.62,8967.07,9631.04,10708.75,63144.87
Stressed,14491.29,15152.50,6950.35,14622.92,59250.46
Stressed,10679.82,10863.02,6673.71,9508.13,50746.95
Stressed,20190.11,8487.50,6957.47,13023.98,49840.05
Stressed,19003.43,29974.51,10671.30,21788.49,63878.82
Stressed,19007.51,10597.21,5903.41,18434.01,93533.60
Stressed,40814.35,24656.91,10763.76,18639.41,78460.64
Stressed,11626.95,21933.40,7402.70,12166.37,65983.67
Stressed,11889.33,8049.66,8246.27,11828.16,67226.27
Stressed,16195.07,16325.36,5503.71,19241.94,74096.36
Stressed,25851.85,27144.32,16397.30,17979.83,73520.00
Stressed,18703.31,10507.58,6635.05,24219.15,94022.52
Stressed,11747.68,16106.37,9699.42,20131.15,74512.52
Stressed,15409.12,14895.95,6235.58,11888.53,63358.08
Stressed,8372.85,22146.43,10868.11,28519.89,87883.55
Stressed,22185.87,21582.79,8192.29,20539.32,70613.20
Stressed,22189.37,9170.42,9326.45,22680.42,76545.46
Stressed,24178.57,11935.14,9176.03,18131.72,65234.60
Stressed,18865.39,12372.19,9446.79,22166.75,84084.85
Stressed,95645.63,59310.14,12147.07,17424.67,70162.44
Stressed,48422.45,28522.22,12194.84,12416.95,102275.85
Stressed,20347.64,14243.19,10805.11,12551.70,64961.23
Stressed,25122.39,27610.35,37935.42,28466.64,140886.16
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,22115.01,17113.39,9564.60,16337.98,100708.72
Stressed,21393.73,15320.09,12184.62,13361.91,80078.48
Stressed,58337.65,42159.46,15161.45,25706.61,110096.62
Stressed,42808.84,49673.07,12114.84,28895.35,95672.23
Stressed,19707.71,29876.65,18495.15,24465.41,102446.31
Stressed,34380.07,21790.35,8371.32,14691.57,81158.34
Stressed,22435.71,9224.10,9162.07,14399.01,71345.22
Stressed,14517.11,19925.53,9013.99,12071.68,61157.33
Stressed,11783.88,18389.57,6148.43,18145.55,79603.10
Stressed,32721.59,11247.97,8607.42,13907.62,80645.31
Stressed,18676.17,21676.74,14434.36,18350.89,77914.21
Stressed,44634.82,44082.81,9187.33,21933.06,87424.45
Stressed,161006.48,129828.08,78352.07,99049.96,57615.10
Stressed,65809.05,35821.71,19144.91,27676.29,73780.31
Stressed,16771.42,18971.34,15349.37,29243.63,82070.16
Stressed,24941.68,12070.68,7133.65,19494.16,71367.37
Stressed,28702.47,30373.36,19325.22,20322.15,71226.05
Stressed,16486.35,22317.73,9221.28,14399.91,64250.75
Stressed,22212.87,13031.24,8120.79,15657.64,62409.11
Stressed,25456.46,22323.57,7741.05,11726.59,65295.70
Stressed,27891.60,11340.04,9012.39,17633.86,62683.47
Stressed,22784.21,8263.64,11477.02,16535.24,82049.35
Stressed,24049.03,23073.20,10312.58,16772.85,103345.05
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,35097.06,59980.19,23961.90,47809.53,127819.12
Stressed,91943.87,64767.91,37291.06,41153.72,90668.81
Stressed,71185.40,70595.90,17238.17,38205.42,85971.13
Stressed,29567.90,14445.05,8478.34,16163.05,63039.16
Stressed,37998.41,29115.22,9377.38,18908.68,84875.22
Stressed,40595.94,19665.93,6187.36,14282.96,80023.31
Stressed,25207.43,18702.24,8278.70,27933.91,99077.86
Stressed,47968.18,29331.16,9842.14,16016.70,80995.17
Stressed,8766.28,7791.54,6304.53,4003.97,18276.28
Stressed,44563.82,25856.66,12983.30,26597.97,129972.68
Stressed,144670.59,65799.44,27083.89,29910.20,101894.50
Stressed,59222.32,73363.60,33737.71,31856.04,75527.76
Stressed,31819.07,40150.23,12309.62,16707.36,97523.15
Stressed,66698.96,31263.19,22113.60,15098.04,101904.81
Stressed,37888.88,18605.86,9247.94,17829.49,110903.80
Stressed,65067.90,24068.58,20154.14,15435.96,107517.38
Stressed,48798.33,24557.91,7510.61,14484.03,172674.52
Stressed,46491.73,19735.07,15689.29,19247.06,138695.36
Stressed,72188.33,47252.17,12158.10,20343.62,116204.43
Stressed,40218.64,25652.18,12039.44,22939.14,157989.53
Stressed,25250.58,22616.45,12612.66,48216.48,162344.48
Stressed,71769.75,27959.79,12917.70,18905.73,108315.91
Stressed,24933.29,45197.58,20610.42,31540.03,84885.08
Stressed,44752.89,31136.54,17472.49,53723.01,142969.40
Stressed,52573.43,33523.52,7737.86,41982.82,132433.29
Stressed,21843.84,51330.67,18598.01,66513.02,83714.39
Stressed,55717.35,40397.05,57719.63,77573.61,142665.28
Stressed,93209.67,19484.04,31840.23,71772.91,100185.70
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,62145.88,60109.28,25902.20,40958.88,109098.62
Stressed,81449.88,54120.37,11930.17,35713.42,160537.06
Stressed,89612.00,59156.83,19633.14,41729.30,152176.32
Stressed,140556.10,95831.74,27436.08,45463.38,178529.74
Stressed,64257.25,80529.27,41127.31,65937.42,117539.36
Stressed,102961.64,70981.02,47571.48,153626.92,133400.99
Stressed,78726.15,102060.44,61529.25,121849.73,148591.16
Stressed,101625.25,68855.02,40084.71,49022.90,115937.03
Stressed,75009.88,53803.02,40298.99,40696.94,141658.18
Stressed,20310.77,56110.57,47056.36,57409.93,104058.29
Stressed,59118.93,46783.00,55524.76,75179.52,161528.75
Stressed,26004.67,23867.89,16684.62,33242.89,111004.44
Stressed,52723.08,42393.51,26796.46,39049.95,112971.77
Stressed,76247.66,40079.49,18209.77,37174.44,172224.78
Stressed,39288.72,36312.37,13770.90,42727.44,147481.12
Stressed,50665.20,19927.43,9618.06,33821.81,145274.00
Stressed,46292.70,34989.22,16843.00,24762.74,108989.89
Stressed,57353.91,41446.09,25801.19,29458.32,118132.43
Stressed,44825.23,33330.39,6818.34,24162.20,99203.48
Stressed,36956.48,25150.96,7227.01,25992.97,137147.31
Stressed,42635.03,30566.02,11402.44,19431.59,111415.18
Stressed,91476.56,80730.00,31001.05,26335.37,242554.65
Stressed,128854.55,68303.29,71089.60,73114.99,320209.76
Stressed,31334.06,32169.63,10079.29,28782.75,146729.08
Stressed,8643.10,16076.84,8190.70,44371.38,150070.48
Stressed,45022.96,27020.66,7426.62,45904.49,159867.73
Stressed,48682.05,17261.85,14117.25,28328.57,116400.84
Stressed,29133.41,20297.65,6270.62,21424.13,102013.24
Stressed,16954.69,10179.85,15044.13,38912.86,122341.31
Stressed,26536.49,28771.14,7762.90,26010.73,146193.59
Stressed,21589.14,17341.75,8627.34,21961.96,143106.12
Stressed,36127.54,16141.16,14552.72,19204.57,121043.79
Stressed,26320.47,12673.81,11445.79,19876.85,94392.10
Stressed,39479.23,20394.71,11556.67,21063.24,109070.85
Stressed,25200.38,21653.61,12394.59,24434.42,83669.03
Stressed,11763.20,17784.41,7114.98,23895.73,91875.10
Stressed,32146.71,20773.77,12980.49,24593.44,101695.57
Stressed,47408.63,25024.32,10922.85,20299.68,82975.59
Stressed,28147.97,28633.25,11187.17,17489.93,98317.67
Stressed,44354.45,37459.34,17502.22,20496.60,139537.15
Stressed,21586.40,11225.14,22090.88,27375.00,115050.71
Stressed,52253.06,42336.01,13092.71,26861.83,102478.75
Stressed,32193.78,14261.61,10316.86,20544.20,93339.34
Stressed,50044.55,29183.59,15088.90,13476.02,95866.10
Stressed,48934.88,36185.72,9716.84,16874.83,94080.91
Stressed,61228.26,43244.47,8548.29,18126.92,89819.76
Stressed,53246.06,31222.20,11053.86,14493.84,96552.37
Stressed,34491.95,23272.86,8598.23,15414.94,72580.82
Stressed,15271.56,12843.06,13196.98,20512.03,100629.07
Stressed,40479.68,21257.54,31469.99,23983.02,113067.93
Stressed,35669.32,33525.60,16029.17,25967.23,81197.59
Stressed,23175.85,11390.80,8730.40,14553.21,81891.24
Stressed,7062.22,8329.77,12789.16,17563.65,87876.54
Stressed,16569.80,17407.46,11228.29,22074.27,97781.31
Stressed,40264.25,22380.94,6024.03,19351.26,82653.22
Stressed,21736.23,13019.66,8793.56,17416.18,84793.87
Stressed,32900.93,28067.42,10334.52,19559.23,102489.79
Stressed,48264.63,20966.90,9043.22,17502.58,77763.29
Stressed,24355.58,26982.83,9683.73,16802.85,82622.52
Stressed,44742.84,38372.89,14117.19,16255.70,98918.21
Stressed,20599.59,14304.64,10045.24,17874.74,87386.00
Stressed,48480.36,27208.48,16322.49,31765.02,97488.67
Stressed,25962.97,16490.20,7054.14,15548.03,85932.35
Stressed,35411.70,37120.18,12785.54,15249.08,89409.81
Stressed,49264.64,35206.88,10722.94,17492.32,71701.62
Stressed,26809.05,15972.13,8036.11,18565.01,83633.50
Stressed,40839.34,31649.75,5995.44,10238.83,71322.86
Stressed,39843.79,20841.97,12476.11,15755.23,71483.62
Stressed,27896.06,17576.93,9995.23,11921.91,59500.22
Stressed,36356.53,26579.43,11975.75,12222.35,74281.86
Stressed,34706.72,27564.45,9353.26,13806.08,61685.52
Stressed,33527.07,25844.14,7727.05,14052.36,72013.88
Stressed,35431.53,34616.44,8342.77,13788.22,56713.70
Stressed,47470.35,41681.04,16626.60,15527.60,54107.49
Stressed,20692.99,18131.49,3400.70,13160.74,56466.66
Stressed,12548.96,12492.67,8360.25,13638.16,60005.91
Stressed,14552.89,15675.85,5559.51,13028.20,72286.90
Stressed,32146.28,16356.83,20919.56,11655.69,67631.69
Stressed,50594.56,39685.41,15226.34,14430.08,69717.58
Stressed,20793.88,12587.23,9168.78,12922.18,53915.11
Stressed,23502.01,26492.31,4655.79,13414.41,64337.22
Stressed,38799.80,30492.86,8937.04,15202.74,60765.02
Stressed,48212.55,31935.88,16400.34,18169.45,63951.86
Stressed,38472.42,14587.79,6619.94,14750.66,56971.75
Stressed,23948.43,13508.06,12509.30,15167.98,57691.89
Stressed,16490.43,10851.14,12554.06,15883.53,70327.24
Stressed,35962.76,25544.60,11758.02,13281.69,62882.33
Stressed,24455.54,9045.10,7055.00,13111.85,53270.26
Stressed,21012.19,14387.26,11076.53,22847.48,67814.15
Stressed,24066.36,18739.72,6565.27,14092.62,71473.48
Stressed,40288.49,29511.31,10654.54,12901.77,66991.60
Stressed,19098.91,14221.92,8458.99,10822.41,60510.63
Stressed,31604.26,12818.49,7458.21,14999.80,68286.72
Stressed,21004.92,8585.22,3921.71,20098.90,81300.57
Stressed,35603.64,27233.19,6693.26,13379.98,81865.67
Stressed,33318.17,13409.83,13408.21,12592.84,76285.66
Stressed,26956.06,17208.14,5633.66,31112.21,87692.66
Stressed,38578.25,39759.80,15202.42,39651.70,85930.28
Stressed,35453.46,32007.21,12925.55,25267.34,88477.40
Stressed,25351.20,23084.23,8191.08,29628.02,97881.65
Stressed,41651.33,12532.84,12972.95,25589.02,91759.27
Stressed,39191.05,32298.01,25953.08,36031.91,133671.68
Stressed,26859.89,22175.84,17236.28,26706.86,115225.45
Stressed,26986.97,26097.06,20811.37,22341.89,83595.04
Stressed,28399.38,20431.61,11808.95,22714.52,76442.99
Stressed,30472.35,31556.69,13819.42,18856.12,97429.66
Stressed,19244.27,19749.76,11558.41,19041.28,86900.68
Stressed,51132.61,34707.72,9680.67,18325.31,87126.51
Stressed,27466.43,15962.14,12925.15,16823.52,97236.19
Stressed,60882.34,55610.43,27314.54,22292.25,137868.09
Stressed,50585.71,34301.76,29059.35,31125.30,142134.98
Stressed,35180.05,15124.34,5655.62,28554.27,134244.12
Stressed,34382.27,25556.77,7348.35,30259.22,127410.62
Stressed,23392.47,43434.66,9020.21,18124.35,127704.12
Stressed,57637.60,60057.89,17328.83,25771.97,137890.91
Stressed,12120.98,23851.44,20242.60,45732.03,170366.39
Stressed,21160.00,15180.91,11218.67,20949.64,154141.07
Stressed,16288.60,7810.55,7437.51,17590.30,116966.65
Stressed,25774.74,15151.68,9909.49,14018.90,111560.69
Stressed,14079.42,6069.76,8573.17,14485.38,120602.91
Stressed,17163.72,14150.42,8135.36,13548.69,113208.87
Stressed,31458.44,36316.65,13183.96,22289.21,120805.50
Stressed,18420.66,18630.92,7975.49,22359.38,142562.31
Stressed,29595.63,29903.14,10370.94,23296.88,121916.00
Stressed,9604.19,20258.02,8797.22,12305.20,137729.18
Stressed,35489.50,18380.44,11150.20,16100.62,130067.82
Stressed,20580.84,20243.14,5134.60,12739.32,122454.75
Stressed,18331.05,14148.33,8590.86,12696.89,108792.25
Stressed,18056.19,15587.91,5809.21,15910.71,117651.02
Stressed,29557.15,24297.29,9167.66,14332.81,116942.66
Stressed,11695.07,11408.95,11495.36,14856.62,106797.51
Stressed,32433.40,32356.58,11979.73,21439.36,118313.26
Stressed,11722.65,10205.63,11416.79,23857.46,126972.30
Stressed,11139.88,13597.72,6370.95,17423.04,123616.11
Stressed,27969.31,24866.91,5854.80,13978.99,118879.62
Stressed,31866.98,23795.88,6784.43,14313.87,72348.51
Stressed,129533.40,110976.14,55358.10,68726.61,94444.43
Stressed,21529.84,18472.94,6701.15,12654.49,72756.45
Stressed,47626.54,24378.41,14526.08,22521.01,87435.35
Stressed,15065.73,13709.00,8407.93,21584.18,81082.14
Stressed,28836.01,26535.88,7482.94,13294.60,66266.27
Stressed,15311.59,11958.76,3535.08,16572.67,76058.60
Stressed,30425.53,22378.49,13731.37,11244.18,72961.31
Stressed,20184.17,17252.28,8684.20,18698.53,82002.09
Stressed,27064.17,22207.64,7953.24,18019.69,77120.16
Stressed,15095.29,23909.12,12762.10,36704.95,141661.05
Stressed,79808.09,19736.00,17735.26,21398.24,114195.43
Stressed,25030.77,24491.82,11893.02,20258.59,83562.45
Stressed,17226.08,12442.48,4714.62,16588.58,96861.35
Stressed,29122.49,19137.48,11728.28,14629.03,106781.45
Stressed,23040.22,16659.65,11476.83,25699.03,101297.27
Stressed,16364.69,12202.73,9991.64,19974.53,94178.01
Stressed,35794.02,19740.92,11607.70,16522.94,86762.49
Stressed,17805.69,11464.49,5328.56,14983.65,93468.12
Stressed,95331.20,86220.86,43151.81,49693.83,89083.32
Stressed,21592.20,20544.32,9392.83,15769.58,95242.76
Stressed,34475.30,18982.76,15812.65,18034.89,112181.45
Stressed,29497.22,32937.34,10136.55,22422.15,119481.80
Stressed,87695.79,55154.06,26575.49,30617.23,71604.61
Stressed,8138.76,12325.73,6011.59,4733.24,8706.21
Stressed,55721.43,33692.56,10868.02,12863.73,79737.13
Stressed,67093.75,18553.73,11129.08,16623.86,85833.57
Stressed,106012.39,66416.41,23662.54,29745.59,71411.13
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,115579.01,60402.81,30205.37,29016.22,58425.23
Stressed,67268.89,55452.02,16974.38,29233.15,89133.24
Stressed,87250.64,30311.90,12633.06,12355.50,65263.57
Stressed,87236.59,63763.46,55654.30,68706.87,92977.48
Stressed,198298.30,120593.17,58315.00,171277.20,177012.42
Stressed,71050.75,50436.29,33839.74,36283.02,96049.39
Stressed,116883.98,48610.62,20157.57,31946.64,71719.00
Stressed,67577.51,52339.76,12498.10,20094.91,54463.22
Stressed,54243.12,78435.96,25541.20,18993.89,85461.47
Stressed,49729.44,52541.03,13222.19,21511.13,89126.72
Stressed,35351.46,22224.13,12886.04,18377.19,52650.41
Stressed,47928.49,23459.15,12411.66,21545.97,82761.26
Stressed,33277.02,79128.00,10311.08,27398.89,90526.69
Stressed,48363.52,50641.89,11110.35,26945.10,89612.97
Stressed,55991.68,34107.86,14004.68,20986.73,93751.36
Stressed,107679.84,58412.97,9128.43,14296.96,92282.74
Stressed,47724.73,50129.30,18642.15,20352.23,66157.93
Stressed,88205.42,33309.81,13698.31,38742.56,78481.65
Stressed,52567.40,19149.73,24373.37,36915.19,107007.33
Stressed,70823.43,80604.76,47602.58,48248.13,102394.39
Stressed,50747.16,84614.31,27046.06,19215.26,58340.76
Stressed,52376.96,41391.80,18934.17,25203.57,94065.56
Stressed,49478.59,20546.10,4733.56,15125.14,81764.25
Stressed,78844.76,79070.55,30810.26,27243.57,95210.07
Stressed,135012.52,49211.32,26525.77,38366.43,84006.94
Stressed,41682.32,54462.07,15105.86,22721.16,91091.50
Stressed,64836.99,41313.25,16150.42,19585.64,76937.90
Stressed,20390.57,31470.56,19811.51,27840.61,77644.92
